study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method,c_mean_continuity_corrected,ex_mean_continuity_corrected,c_sd_continuity_corrected,ex_sd_continuity_corrected,lnRR,lnRR_var
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out036,es064,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in1,independent,no,45.87,24.869999999999997,9,8.29,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,26.79,24.855502408923464,10,7.86,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.5110742132257738,0.11874214826813656
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out036,es065,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_in,PSN_in,CON_PSN_in2,independent,no,79.05,40.56,9,13.52,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,48.87,40.57202237996031,10,12.83,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.46108079859669204,0.09817530871557525
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out037,es066,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total swimming time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw1,independent,yes,20.09,18.84,9,6.28,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,39.08,18.84717485460354,10,5.96,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.6281606490678288,0.12097318137982901
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out037,es067,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total swimming time,time,seconds,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_sw,PSN_sw,CON_PSN_sw2,independent,yes,31.89,39.45,9,13.15,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,33.44,39.46522519890138,10,12.48,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.0320832592576523,0.30931914704017577
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out038,es068,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total diving time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di1,independent,yes,5.44,4.47,9,1.49,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,6.2,4.490434277439099,10,1.42,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.11948831938417015,0.12747537406631104
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out038,es069,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total diving time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_di,PSN_di,CON_PSN_di2,independent,yes,2.56,2.8499999999999996,9,0.95,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,1.7,2.8460498941515415,10,0.9,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.33809588476933367,0.4179873878980591
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out039,es070,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total jumping time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju1,independent,yes,26.78,14.669999999999998,9,4.89,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,23,14.67296834318128,10,4.64,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.14848297504153632,0.07404105491248347
uygur_2011_ankarauniv,Investigation of the long term effects of chronic white noise stress on learning in radial arm maze and behaviors in forced swim test,10.1501/Vetfak_0000002481,Ankara Üniv Vet Fak Derg,ex016,con012,out039,es071,yes,Rattus norvegicus,albino rat,Sprague-Dawley,,"mid, late",9,intermittent,0.75,white noise,audible,100,,unclear,male,70,none,depression,Forced Swimming Test (FST),Total jumping time,count,count,light_phase,In paper: Table 2.,uygur_2011_ankarauniv.pdf,CON_ju,PSN_ju,CON_PSN_ju2,independent,yes,16,11.79,9,3.93,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,18.4,11.795295672428056,10,3.73,Extracted mean used unchanged,SD = SE * sqrt(n),Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.13014329243127867,0.10142598136224008
morra_1965_physiolrec,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,ex017,con013,out040,es072,yes,Rattus norvegicus,albino rat,Wistar rat,18,"mid, late",9,intermittent,0.005,door bell,audible,85,,unclear,mixed,25,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Table 2 and text,,GIII_csq,GII_csq,GIII_GII_csq,independent,yes,19.5,8.4,63,1.0583005244258363,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),14.2,8.3,35,1.4029560628493376,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.313764523675013,0.01270681585042289
morra_1965_physiolrec,PRENATAL SOUND STIMULATION ON POSTNATAL RAT OFFSPRING OPEN FIELD BEHAVIORS,10.1007/BF03393632,The psychological Record,ex017,con013,out041,es073,yes,Rattus norvegicus,albino rat,Wistar rat,18,"mid, late",9,intermittent,0.005,door bell,audible,85,,unclear,mixed,25,none,anxiety,Open Field Test (OFT),Initial latency to move,latency,seconds,not_reported,Table 2 and text,,GIII_il,GII_il,GIII_GII_il,independent,no,13.1,7.9,63,0.995306445590965,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),18.8,8.2,35,1.386052977754767,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.36107612036295916,0.011208150217637207
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out042,es074,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,Figure 2a,OF-pups-abramova2015,C_f_sq,PS_f_sq,C_PS_f_sq,independent,yes,29,15.7903,25,3.1581,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,24.8421,12.6985,19,2.9132,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.1538093513627181,0.025611187314359393
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out042,es075,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,Figure 2a,OF-pups-abramova2016,C_m_sq,PS_m_sq,C_PS_m_sq,independent,yes,33.7391,16.896,23,3.5231,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22.1667,14.5733,18,3.435,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.4135117217882007,0.034916389345118065
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out043,es076,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,Figure 2b,OF-pups-abramova2017,C_f_re,PS_f_re,C_PS_f_re,independent,yes,8.92,6.9337,25,1.3867,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.8947,4.4208,19,1.0142,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.2588084865334971,0.0458071077714791
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out043,es077,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,Figure 2b,OF-pups-abramova2018,C_m_re,PS_m_re,C_PS_m_re,independent,yes,10.1304,8.7558,23,1.8257,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.3889,4.1747,18,0.984,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.8275694200736594,0.0827447112289958
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out044,es078,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,Raw data,OF-pups-abramova2019,C_f_cen,PS_f_cen,C_PS_f_cen,independent,yes,1.16,1.4911,25,0.2982,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.3158,2.029,19,0.4655,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.1555531636595423,0.1912432817690231
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out044,es079,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,Raw data,OF-pups-abramova2020,C_m_cen,PS_m_cen,C_PS_m_cen,independent,yes,2.2609,2.5265,23,0.5268,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,0.8889,2.3235,18,0.5477,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.7708886403877426,0.4338767744814988
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out045,es080,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Time in central square,count,count,light_phase,Raw data,OF-pups-abramova2021,C_f_centt,PS_f_centt,C_PS_f_centt,independent,yes,2.0964,3.3901,25,0.678,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9368,5.119,19,1.1744,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.3647519412953538,0.2645083716098056
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out045,es081,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Time in central square,count,count,light_phase,Raw data,OF-pups-abramova2022,C_m_centt,PS_m_centt,C_PS_m_centt,independent,yes,5.177,6.8377,23,1.4258,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,0.7739,2.1925,18,0.5168,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.7155118728892331,0.5217460861929396
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out046,es082,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,Raw data,OF-pups-abramova2023,C_f_gfr,PS_f_gfr,C_PS_f_gfr,independent,no,3.76,1.6653,25,0.3331,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.7895,1.782,19,0.4088,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.29174040187259065,0.029325131864389425
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out046,es083,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,Raw data,OF-pups-abramova2024,C_m_gfr,PS_m_gfr,C_PS_m_gfr,independent,no,2.6522,1.465,23,0.3055,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3,1.7489,18,0.4122,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.12603016413254786,0.0321464065977832
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out047,es084,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,Raw data,OF-pups-abramova2025,C_f_gtt,PS_f_gtt,C_PS_f_gtt,independent,no,34.048,25.0853,25,5.0171,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,28.2516,24.6902,19,5.6643,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.1773783544768892,0.06191124669074186
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out047,es085,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,Raw data,OF-pups-abramova2026,C_m_gtt,PS_m_gtt,C_PS_m_gtt,independent,no,16.3787,13.1338,23,2.7386,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,24.2061,17.297,18,4.0769,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.39082803974056557,0.056324620386802075
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out048,es086,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,Figure 2c,OF-pups-abramova2027,C_f_frtt,PS_f_fr,C_PS_f_fr,independent,no,36.678,36.638,25,7.3276,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,62.3595,53.8477,19,12.3535,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5304046043824765,0.07915700054681933
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out048,es087,yes,Rattus norvegicus,albino rat,Wistar rat,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,Figure 2c,OF-pups-abramova2028,C_m_ftt,PS_m_fr,C_PS_m_fr,independent,no,39.257,41.7274,23,8.7008,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,79.8783,55.483,18,13.0775,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.699214891806517,0.07592590630840781
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out049,es088,yes,Rattus norvegicus,albino rat,Wistar rat,13,"mid, late",9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Time in corners,time,seconds,light_phase,Figure 5a,badache_2017_stress_5a,Cn_cor,Ns_cor,Cn_Ns_cor,independent,no,216.89,47.03,16,11.76,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,253.78,51.89,16,12.97,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.1569145814949363,0.005551629526496642
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out050,es089,yes,Rattus norvegicus,albino rat,Wistar rat,13,"mid, late",9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,Figure 5b,badache_2017_stress_5b,Cn_sq,Ns_sq,Cn_Ns_sq,independent,yes,70.44,16.15,16,4.04,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,45.26,8.92,16,2.23,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.4427665265473928,0.005713005356097395
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out051,es090,yes,Rattus norvegicus,albino rat,Wistar rat,13,"mid, late",9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Time in central square,time,seconds,light_phase,Figure 5c,badache_2017_stress_5c,Cn_cen,Ns_cen,Cn_Ns_cen,independent,yes,4.13,0.93,16,0.23,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,0.18,0.26,16,0.07,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,3.0694598037842358,0.13357040657453786
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out052,es091,yes,Rattus norvegicus,albino rat,Wistar rat,13,"mid, late",9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Rearing time,time,seconds,light_phase,Figure 5d,badache_2017_stress_5d,Cn_re,Ns_re,Cn_Ns_re,independent,yes,22,5.03,16,1.26,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.54,1.93,16,0.48,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.9463189675531793,0.006459279356423696
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out053,es092,yes,Rattus norvegicus,albino rat,Wistar rat,13,"mid, late",9,intermittent,0.05,traffic,audible,110,500,unclear,male,46,none,anxiety,Elevated Plus Maze (EPM),Time in open arms (OAT),time,seconds,light_phase,Figure 6a,badache_2017_stress_6a,Cn_oat,Ns_oat,Cn_Ns_oat,independent,yes,135.51,31.84,16,7.96,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,67.96,14.69,16,3.67,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.6903912827825432,0.0063707399522205214
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out054,es093,yes,Rattus norvegicus,albino rat,Wistar rat,13,"mid, late",9,intermittent,0.05,traffic,audible,110,500,unclear,male,46,Cross-Fostered,anxiety,Elevated Plus Maze (EPM),Rearing time,time,seconds,light_phase,Figure 6b,badache_2017_stress_6b,Cn_rt,Ns_rt,Cn_Ns_rt,independent,yes,18.12,4.52,16,1.13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,7.77,2.05,16,0.51,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.8465153649832358,0.008239588301294766
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out055,es094,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HN_1_sq,HNoN_HN_1_sq,dependent,yes,65.63,8.1012,20,1.8114833899321297,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),71.2285,8.4397,20,1.8871742909704976,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.08183017390537731,7.325159029649271e-4
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out055,es095,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HLN_1_sq,HNoN_HLN_1_sq,dependent,yes,65.63,8.1012,20,1.8114833899321297,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),60.8719,7.802,20,1.7445802360453355,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.07523147868384246,7.921740669302817e-4
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out055,es096,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HN_2_sq,HNoN_HN_2_sq,dependent,yes,39.74,6.304,20,1.4096172530158677,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),42.8005,6.5422,20,1.4628803922399125,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.07414655567416602,0.0012140339232181493
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out055,es097,yes,Rattus norvegicus,hooded rat,Lister rat,,"mid, late",8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HLN_2_sq,HNoN_HLN_2_sq,dependent,yes,39.74,6.304,20,1.4096172530158677,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),36.8824,6.0731,20,1.3579864434153972,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.07457502757964032,0.0013078374297761537
