study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method,c_mean_continuity_corrected,ex_mean_continuity_corrected,c_sd_continuity_corrected,ex_sd_continuity_corrected,lnRR,lnRR_var
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out078,es165,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,53.2,11.068,10,3.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,31.1,14.425,8,5.1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5255687844652972,0.031220139184717416
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out079,es166,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,23.4,5.1,9,1.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.4,3.7947,10,1.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.0169393935924704,0.025685766656165537
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out079,es167,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,23.4,7.9057,10,2.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,14.1,4.8083,8,1.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.5050002034200726,0.025950625371094438
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out080,es168,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,2,1.74936031309562,9,0.5831201043652067,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.5,0.8600034647511502,10,0.2719569744249966,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,1.2808768012574552,0.38084964778231556
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out080,es169,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,2.0739,1.5480062365520704,10,0.48952255396499395,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.1871875,0.446753844743742,8,0.157951336569731,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,2.076922134785344,0.7677358951157122
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out081,es170,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,23.7,14.7,9,4.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,80.1,61.3482,10,19.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.2257575741830273,0.10140553386469323
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out081,es171,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,18.3,9.4868,10,3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,75.3,56.8514,8,20.1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.436768357502671,0.09812718358402256
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out082,es172,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,16.820333333333334,9.971353784645034,9,3.323784594881678,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),39.7633,31.47612680989209,10,9.953625263954876,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.8721625351282654,0.10170885712045535
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out082,es173,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,26.21495,5.934023906782935,10,1.8765031235324765,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),25.0113125,19.389116861878406,8,6.8550880071263265,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.012003799461819842,0.08024347041595062
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out083,es174,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,3.3,1.8,9,0.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.3,1.5811,10,0.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.005051068824609739,0.05601356483011938
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out083,es175,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,4.8,1.8974,10,0.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9,1.6971,8,0.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.4903137615224913,0.058433939145073666
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out084,es176,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,4.6,1.3994882504764967,9,0.4664960834921656,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.63695,1.1180045041764952,10,0.3535440667524956,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.995295498687728,0.08000460767883823
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out084,es177,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,74,none,anxiety,Open Field Test (OFT),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,6.1674500000000005,3.526014205479715,10,1.115023595142486,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.11231249999999998,0.2680523068462452,8,0.0947708019418386,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-2.0132102940738243,0.1866659060240197
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out085,es178,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,264,21,9,7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,251,41.1096,10,13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.04950644271811758,0.0033855491125721923
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out085,es179,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,269,15.8114,10,5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,266,31.1127,8,11,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.010532764811505344,0.0020555929875711305
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out086,es180,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,33.30683333333334,28.077233025184707,9,9.359077675061569,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),34.6578,51.428207192118776,10,16.263027070614797,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.11037673972259218,0.29915021606585573
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out086,es181,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,26.6205,19.608078996326224,10,6.200619016889923,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),33.1008125,28.68159683254824,8,10.140475807776731,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.23767441273889744,0.14810583711217057
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out087,es182,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,6.2,3,9,1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9,2.5298,10,0.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.7347965642268814,0.10211311797980949
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out087,es183,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,4.7,1.9606,10,0.62,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9,1.9799,8,0.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.46242041793887695,0.07566535455900329
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out088,es184,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,1.53396,0.05,9,0,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.25865,0.6020024253258051,10,0.1903698820974976,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),TRUE,FALSE,TRUE,FALSE,-1.5093332264327912,0.5418338680402098
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out088,es185,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,1.7044,0.6880027718009202,10,0.2175655795399973,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),0.6256250000000001,0.893507689487484,8,0.315902673139462,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.8828825845149666,0.2712580954018387
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out089,es186,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,6.7,4.5,9,1.5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,9.8,7.2732,10,2.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.38275391403821846,0.105203152956744
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out089,es187,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,7.8,3.7947,10,1.2,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.1,4.8083,8,1.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.04793005797065385,0.06771590997561347
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out090,es188,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,14.9,5.4,9,1.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8,4.111,10,1.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.6160132640953453,0.041000688772535585
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out090,es189,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,15.8,4.111,10,1.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,15.2,3.9598,8,1.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.037857756602379,0.015253265202449004
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out091,es190,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,1.107,0.05,9,0,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),1.13695,1.978007968927645,10,0.6255010411774922,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),TRUE,FALSE,TRUE,FALSE,0.17791862925123125,0.30289943767323496
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out091,es191,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,5.2780000000000005,9.97604019111334,10,3.1547009033299607,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),10.893999999999998,16.440541486569707,8,5.8126091857661,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.6883811891497945,0.6419413330407434
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out092,es192,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,24.9,20.7,9,6.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,46.8,20.871,10,6.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.6025649421187725,0.09667725342572972
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out092,es193,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,24,14.8627,10,4.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,29.7,28.5671,8,10.1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.25174072252477914,0.15399635138161374
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out093,es194,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,3,1.74936031309562,9,0.5831201043652067,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),2.62815,2.8380114336787954,10,0.8974580156024888,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,-0.09291866381695747,0.1543889089341413
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out093,es195,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,3.3349,1.54800623655207,10,0.4895225539649939,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),3.024125,4.467538447437421,8,1.5795133656973102,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),FALSE,FALSE,FALSE,FALSE,0.027806643166220404,0.2943483895976501
