study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_standardised,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...72,corrections_notes_AL,c_mean_analysis,c_mean_method,c_sd_analysis,c_sd_method,c_se_analysis,c_se_method,ex_mean_analysis,ex_mean_method,ex_sd_analysis,ex_sd_method,ex_se_analysis,ex_se_method
whitlow_1978_thesis,ex021,con018,out060,es124,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HN_1_de,C_HN_1_de,dependent,no,Positive,,2.3849,1.5443,20,,,2.3777,1.542,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,2.3849,Extracted mean used unchanged,1.5443,Extracted SD used unchanged,0.3453159777652925,SE = SD / sqrt(n),2.3777,Extracted mean used unchanged,1.542,Extracted SD used unchanged,0.3448016821304676,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out060,es125,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_1_de,HLN_1_de,C_HLN_1_de,dependent,no,Positive,,2.3849,1.5443,20,,,2.0226,1.4222,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,2.3849,Extracted mean used unchanged,1.5443,Extracted SD used unchanged,0.3453159777652925,SE = SD / sqrt(n),2.0226,Extracted mean used unchanged,1.4222,Extracted SD used unchanged,0.31801358776002003,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out060,es126,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HN_2_de,C_HN_2_de,dependent,no,Positive,,1.5268,1.2357,20,,,1.9827,1.4081,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,1.5268,Extracted mean used unchanged,1.2357,Extracted SD used unchanged,0.276310919979649,SE = SD / sqrt(n),1.9827,Extracted mean used unchanged,1.4081,Extracted SD used unchanged,0.31486073191174535,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out060,es127,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_2_de,HLN_2_de,C_HLN_2_de,dependent,no,Positive,,1.5268,1.2357,20,,,1.8311,1.3532,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,1.5268,Extracted mean used unchanged,1.2357,Extracted SD used unchanged,0.276310919979649,SE = SD / sqrt(n),1.8311,Extracted mean used unchanged,1.3532,Extracted SD used unchanged,0.30258471871527154,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out060,es128,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HN_3_de,C_HN_3_de,dependent,no,Positive,,2.775,1.6658,20,,,2.5731,1.6041,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,2.775,Extracted mean used unchanged,1.6658,Extracted SD used unchanged,0.37248420369191493,SE = SD / sqrt(n),2.5731,Extracted mean used unchanged,1.6041,Extracted SD used unchanged,0.3586876642707413,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out060,es129,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,C_3_de,HLN_3_de,C_HLN_3_de,dependent,no,Positive,,2.775,1.6658,20,,,2.8604,1.6913,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,2.775,Extracted mean used unchanged,1.6658,Extracted SD used unchanged,0.37248420369191493,SE = SD / sqrt(n),2.8604,Extracted mean used unchanged,1.6913,Extracted SD used unchanged,0.37818617703453944,SE = SD / sqrt(n)
abramova_2020_genpath,ex023,con019,out061,es130,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,The loudness was inferred using,anxiety,Open Field Test (OFT),,Sections crossed,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-sq,US-m-g1-sq,KO_US_m_sq,independent,yes,Negative,,51.375,16.8263,8,18.1638,,56.2632,26.4614,19,6.0707,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,51.375,Extracted mean used unchanged,16.8263,Extracted SD used unchanged,18.1638,Extracted SE used unchanged,56.2632,Extracted mean used unchanged,26.4614,Extracted SD used unchanged,6.0707,Extracted SE used unchanged
abramova_2020_genpath,ex024,con020,out061,es131,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,anxiety,Open Field Test (OFT),squares crossed,Sections crossed,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-sq,US-f-g1-sq,CO_US_f_sq,independent,yes,Negative,,65.5,17.0042,8,23.1577,,59.625,19.4418,16,14.9063,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,65.5,Extracted mean used unchanged,17.0042,Extracted SD used unchanged,23.1577,Extracted SE used unchanged,59.625,Extracted mean used unchanged,19.4418,Extracted SD used unchanged,14.9063,Extracted SE used unchanged
abramova_2020_genpath,ex023,con019,out062,es132,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,,anxiety,Open Field Test (OFT),,Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,independent,yes,Negative,,23.625,6.7387,8,8.3527,,23.5789,11.057,19,2.5367,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,23.625,Extracted mean used unchanged,6.7387,Extracted SD used unchanged,8.3527,Extracted SE used unchanged,23.5789,Extracted mean used unchanged,11.057,Extracted SD used unchanged,2.5367,Extracted SE used unchanged
abramova_2020_genpath,ex024,con020,out062,es133,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,anxiety,Open Field Test (OFT),,Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,independent,yes,Negative,,28.125,6.4683,8,9.9437,,28.1875,8.9086,16,7.0469,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,28.125,Extracted mean used unchanged,6.4683,Extracted SD used unchanged,9.9437,Extracted SE used unchanged,28.1875,Extracted mean used unchanged,8.9086,Extracted SD used unchanged,7.0469,Extracted SE used unchanged
abramova_2020_genpath,ex023,con019,out063,es134,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,,anxiety,Open Field Test (OFT),,Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-m-cen,US-m-g1-cen,KO_US_m_cen,independent,yes,Negative,,1.875,2.997,8,0.6629,,1.8421,1.4245,19,0.3268,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,1.875,Extracted mean used unchanged,2.997,Extracted SD used unchanged,0.6629,Extracted SE used unchanged,1.8421,Extracted mean used unchanged,1.4245,Extracted SD used unchanged,0.3268,Extracted SE used unchanged
abramova_2020_genpath,ex024,con020,out063,es135,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,anxiety,Open Field Test (OFT),,Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,CO-f-cen,US-f-g1-cen,CO_US_f_cen,independent,yes,Negative,,2.75,1.8323,8,0.9723,,1.25,0.9309,16,0.3125,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,2.75,Extracted mean used unchanged,1.8323,Extracted SD used unchanged,0.9723,Extracted SE used unchanged,1.25,Extracted mean used unchanged,0.9309,Extracted SD used unchanged,0.3125,Extracted SE used unchanged
abramova_2020_genpath,ex023,con019,out064,es136,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",male,90,3 months,none,,anxiety,Open Field Test (OFT),,Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-grt,US-m-g1-grt,KO_US_m_grt,independent,no,Positive,,12.5038,11.0261,8,4.4207,,33.2405,19.9724,19,4.582,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,12.5038,Extracted mean used unchanged,11.0261,Extracted SD used unchanged,4.4207,Extracted SE used unchanged,33.2405,Extracted mean used unchanged,19.9724,Extracted SD used unchanged,4.582,Extracted SE used unchanged
abramova_2020_genpath,ex024,con020,out064,es137,No,"They had one level of exposure, and two experimental groups, female and males, and one control per group",Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,Only one assay,Rattus norvegicus,albino lab rat,Sprague-Dawley,,not reported,"early, mid, late",full_gestation,all gestation,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""under normal conditions without ultrasound""",female,90,3 months,none,,anxiety,Open Field Test (OFT),,Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-grt,US-f-g1-grt,CO_US_f_grt,independent,no,Positive,,13.8713,13.5053,8,4.9042,,17.125,12.2961,16,4.2813,,Extracted all from raw data,Data  provided by Abramova on request,,,,,,,yes,adjust comments text,,,13.8713,Extracted mean used unchanged,13.5053,Extracted SD used unchanged,4.9042,Extracted SE used unchanged,17.125,Extracted mean used unchanged,12.2961,Extracted SD used unchanged,4.2813,Extracted SE used unchanged
