study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_standardised,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...72,corrections_notes_AL,c_mean_analysis,c_mean_method,c_sd_analysis,c_sd_method,c_se_analysis,c_se_method,ex_mean_analysis,ex_mean_method,ex_sd_analysis,ex_sd_method,ex_se_analysis,ex_se_method
whitlow_1978_thesis,ex022,con017,out056,es105,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HLN_3_gr,HNoN_HLN_3_gr,dependent,no,Positive,,3.84,1.9596,20,,,3.0749,1.7535,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,3.84,Extracted mean used unchanged,1.9596,Extracted SD used unchanged,0.4381798808708588,SE = SD / sqrt(n),3.0749,Extracted mean used unchanged,1.7535,Extracted SD used unchanged,0.3920945198545881,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con017,out057,es106,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,"No noise, moved into experimental sound cage",mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HN_1_de,HNoN_HN_1_de,dependent,no,Positive,,1.74,1.3191,20,,,2.3777,1.542,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,1.74,Extracted mean used unchanged,1.3191,Extracted SD used unchanged,0.29495972691199723,SE = SD / sqrt(n),2.3777,Extracted mean used unchanged,1.542,Extracted SD used unchanged,0.3448016821304676,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con017,out057,es107,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HLN_1_de,HNoN_HLN_1_de,dependent,no,Positive,,1.74,1.3191,20,,,2.0226,1.4222,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,1.74,Extracted mean used unchanged,1.3191,Extracted SD used unchanged,0.29495972691199723,SE = SD / sqrt(n),2.0226,Extracted mean used unchanged,1.4222,Extracted SD used unchanged,0.31801358776002003,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con017,out057,es108,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HN_2_de,HNoN_HN_2_de,dependent,no,Positive,,2.22,1.49,20,,,1.9827,1.4081,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,2.22,Extracted mean used unchanged,1.49,Extracted SD used unchanged,0.33317412864746865,SE = SD / sqrt(n),1.9827,Extracted mean used unchanged,1.4081,Extracted SD used unchanged,0.31486073191174535,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con017,out057,es109,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HLN_2_de,HNoN_HLN_2_de,dependent,no,Positive,,2.22,1.49,20,,,1.8311,1.3532,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,2.22,Extracted mean used unchanged,1.49,Extracted SD used unchanged,0.33317412864746865,SE = SD / sqrt(n),1.8311,Extracted mean used unchanged,1.3532,Extracted SD used unchanged,0.30258471871527154,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con017,out057,es110,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,"No noise, moved into experimental sound cage",mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HN_3_de,HNoN_HN_3_de,dependent,no,Positive,,1.14,1.0677,20,,,2.5731,1.6041,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,1.14,Extracted mean used unchanged,1.0677,Extracted SD used unchanged,0.23874497795765257,SE = SD / sqrt(n),2.5731,Extracted mean used unchanged,1.6041,Extracted SD used unchanged,0.3586876642707413,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con017,out057,es111,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,"No noise, moved into experimental sound cage",mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HLN_3_de,HNoN_HLN_3_de,dependent,no,Positive,,1.14,1.0677,20,,,2.8604,1.6913,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,1.14,Extracted mean used unchanged,1.0677,Extracted SD used unchanged,0.23874497795765257,SE = SD / sqrt(n),2.8604,Extracted mean used unchanged,1.6913,Extracted SD used unchanged,0.37818617703453944,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out058,es112,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HN_1_sq,C_HN_1_sq,dependent,yes,Negative,,45.7671,6.7651,20,,,71.2285,8.4397,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,45.7671,Extracted mean used unchanged,6.7651,Extracted SD used unchanged,1.5127223474583826,SE = SD / sqrt(n),71.2285,Extracted mean used unchanged,8.4397,Extracted SD used unchanged,1.8871742909704974,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out058,es113,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HLN_1_sq,C_HLN_1_sq,dependent,yes,Negative,,45.7671,6.7651,20,,,60.8719,7.802,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,45.7671,Extracted mean used unchanged,6.7651,Extracted SD used unchanged,1.5127223474583826,SE = SD / sqrt(n),60.8719,Extracted mean used unchanged,7.802,Extracted SD used unchanged,1.7445802360453357,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out058,es114,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HN_2_sq,C_HN_2_sq,dependent,yes,Negative,,31.7366,5.6335,20,,,42.8005,6.5422,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,31.7366,Extracted mean used unchanged,5.6335,Extracted SD used unchanged,1.2596888951245064,SE = SD / sqrt(n),42.8005,Extracted mean used unchanged,6.5422,Extracted SD used unchanged,1.4628803922399125,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out058,es115,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_2_sq,HLN_2_sq,C_HLN_2_sq,dependent,yes,Negative,,31.7366,5.6335,20,,,36.8824,6.0731,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,31.7366,Extracted mean used unchanged,5.6335,Extracted SD used unchanged,1.2596888951245064,SE = SD / sqrt(n),36.8824,Extracted mean used unchanged,6.0731,Extracted SD used unchanged,1.3579864434153972,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out058,es116,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HN_3_sq,C_HN_3_sq,dependent,yes,Negative,,19.1201,4.3726,20,,,26.7371,5.1708,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,19.1201,Extracted mean used unchanged,4.3726,Extracted SD used unchanged,0.9777430838415581,SE = SD / sqrt(n),26.7371,Extracted mean used unchanged,5.1708,Extracted SD used unchanged,1.156226029805591,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out058,es117,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_3_sq,HLN_3_sq,C_HLN_3_sq,dependent,yes,Negative,,19.1201,4.3726,20,,,15.7464,3.9682,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,19.1201,Extracted mean used unchanged,4.3726,Extracted SD used unchanged,0.9777430838415581,SE = SD / sqrt(n),15.7464,Extracted mean used unchanged,3.9682,Extracted SD used unchanged,0.8873164948314665,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out059,es118,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HN_1_gr,C_HN_1_gr,dependent,no,Positive,,4.0526,2.0131,20,,,3.6809,1.9186,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,4.0526,Extracted mean used unchanged,2.0131,Extracted SD used unchanged,0.45014284455048265,SE = SD / sqrt(n),3.6809,Extracted mean used unchanged,1.9186,Extracted SD used unchanged,0.42901200216310964,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out059,es119,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,25,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_1_gr,HLN_1_gr,C_HLN_1_gr,dependent,no,Positive,,4.0526,2.0131,20,,,3.708,1.9256,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,4.0526,Extracted mean used unchanged,2.0131,Extracted SD used unchanged,0.45014284455048265,SE = SD / sqrt(n),3.708,Extracted mean used unchanged,1.9256,Extracted SD used unchanged,0.4305772497473595,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out059,es120,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HN_2_gr,C_HN_2_gr,dependent,no,Positive,,3.5127,1.8742,20,,,5.6705,2.3813,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,3.5127,Extracted mean used unchanged,1.8742,Extracted SD used unchanged,0.4190838603430106,SE = SD / sqrt(n),5.6705,Extracted mean used unchanged,2.3813,Extracted SD used unchanged,0.5324748674820249,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out059,es121,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,26,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_2_gr,HLN_2_gr,C_HLN_2_gr,dependent,no,Positive,,3.5127,1.8742,20,,,4.8023,2.1914,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,3.5127,Extracted mean used unchanged,1.8742,Extracted SD used unchanged,0.4190838603430106,SE = SD / sqrt(n),4.8023,Extracted mean used unchanged,2.1914,Extracted SD used unchanged,0.49001193658930386,SE = SD / sqrt(n)
whitlow_1978_thesis,ex021,con018,out059,es122,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,85,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HN_3_gr,C_HN_3_gr,dependent,no,Positive,,3.8478,1.9616,20,,,3.6899,1.9209,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,3.8478,Extracted mean used unchanged,1.9616,Extracted SD used unchanged,0.4386270944663587,SE = SD / sqrt(n),3.6899,Extracted mean used unchanged,1.9209,Extracted SD used unchanged,0.4295262977979346,SE = SD / sqrt(n)
whitlow_1978_thesis,ex022,con018,out059,es123,Yes,"They had two experimental groups, 65dB and 85dB, they did 3 trials, one per day of the OFT",THE EFFECT OF SOUND STIMULATION DURING GESTATION  ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,,Rattus norvegicus,hooded rat,Lister rat,,not reported,"mid, late",mid_late,day 12-19,8,Intermitent,0.005,18 seconds per day. It was a tone,White noise,Audible,65,2500,unclear,,undisturbed controls,mixed,27,,Cross-Fostered,,anxiety,Open Field Test (OFT),"Circular open-field, duration 3 minutes and repeated in 3 consecutive days",Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,C_3_gr,HLN_3_gr,C_HLN_3_gr,dependent,no,Positive,,3.8478,1.9616,20,,,3.0749,1.7535,20,,,"Figure only showed mean, imputated sd=SQRT(mean) as are counts in a certain tine","The author stated ""hooded rat,"" we assumed ""lister rat"". ""Foster mothers with no noise exposure. We also used the HNoN control, which were manipulated the same way as the noise treatment, but no noise..."". In the pilot they used a ""2 . 5 KHz tone of 3 second duration at  an intensity of 85 dB (re 20 4 N/m~)."" so we assumed they used the same for the actual experiment",,,,,,,yes,adjust comments text,,,3.8478,Extracted mean used unchanged,1.9616,Extracted SD used unchanged,0.4386270944663587,SE = SD / sqrt(n),3.0749,Extracted mean used unchanged,1.7535,Extracted SD used unchanged,0.3920945198545881,SE = SD / sqrt(n)
