study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex_standardised,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out090,es188,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,14.9,5.4,9,1.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8,4.111,10,1.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out090,es189,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,15.8,4.111,10,1.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,15.2,3.9598,8,1.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out091,es190,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,0,0,9,0,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),1.13695,1.978007968927645,10,0.6255010411774922,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out091,es191,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,5.2780000000000005,9.976040191113341,10,3.1547009033299607,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),10.893999999999998,16.440541486569707,8,5.8126091857661,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out092,es192,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,24.9,20.7,9,6.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,46.8,20.871,10,6.6,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out092,es193,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,24,14.8627,10,4.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,29.7,28.5671,8,10.1,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out093,es194,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,3,1.7493603130956201,9,0.5831201043652067,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),2.6281499999999998,2.8380114336787954,10,0.8974580156024888,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out093,es195,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,3.3349,1.5480062365520701,10,0.4895225539649939,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),3.024125,4.467538447437421,8,1.5795133656973102,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out094,es196,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,70,none,anxiety,Elevated Plus Maze (EPM),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,6.8,5.4,9,1.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,20.9,15.1789,10,4.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out094,es197,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,70,none,anxiety,Elevated Plus Maze (EPM),Mean grooming duration,percentage,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,6.4,2.846,10,0.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.8,8.2024,8,2.9,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out095,es198,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,80,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,63.5,17.4,9,5.8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,60.3,13.914,10,4.4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out095,es199,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,80,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,62.3,21.1873,10,6.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,83.4,11.3137,8,4,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out096,es200,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,111.48666666666666,54.23016970596423,9,18.07672323532141,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),134.827,53.32021481457131,10,16.86133241434979,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out096,es201,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,64,32.68013166054371,10,10.334365028149872,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),98.5025,19.65716916872465,8,6.949858809068164,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out097,es202,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total passive swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,no,202,39,9,13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,201,34.7851,10,11,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out097,es203,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total passive swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,no,223,82.2192,10,26,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,228,22.6274,8,8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out098,es204,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Total active swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,43,21,9,7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22,15.8114,10,5,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out098,es205,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Total active swimming,time,seconds,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,47,25.2982,10,8,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,36,19.799,8,7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out099,es206,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,95,none,depression,Forced Swimming Test (FST),Number of dives,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_f_,PS_f_,KON_PS_f_,independent,yes,1.7433333333333332,3.4987206261912402,9,1.1662402087304133,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),2.88915,3.182012819579256,10,1.0062408053724876,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex026,con022,out099,es207,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,95,none,depression,Forced Swimming Test (FST),Number of dives,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,0.3695,0.8600034647511502,10,0.2719569744249966,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n),1,1.787015378974968,8,0.631805346278924,"Luo et al. (2018): Q1, median, Q3, and n","Wan et al. (2014): Q1, Q3, and n",SE = SD / sqrt(n)
