key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-386283263,Effects of perinatal stress on the anxiety-related behavior of the adolescence mouse     SO  - INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,2006,,,,,24,,,"",,,,,"We evaluated the effects of sound noise or forced swim stress applied to pregnant mice or to neonatal mice on the anxiety-related behavior using the elevated plus-maze test per-formed during the age of 5 weeks. The forced swim stress applied at the late gestation period, days 10-18 of pregnancy, caused a significant reduction of the body weight gain of I he dams. However, the anxiety-related behavior of the male and female offspring were not affected by the antenatal stress treatment. When the forced swim stress was applied to the neonatal mice during the late lactation period, 14-18 days after birth, the male mice showed an elevated level of anxiolytie behavior accompanying the reduction of the emotion-related motor activity. The anxiety-related behavior of the female mice was not affected by the stress treatment. Furthermore, we applied the sound noise or forced swim stress to the neonatal mice immediately after the weaning, 21-25 days after birth. The stress applied after the weaning period had no effect on the anxiety-related behavior. These results suggested that the stress applied during the lactation period, but not that during the antenatal period, nor after the weaning period, might have gender-dependently reduced the anxiety level of the male mouse. It was shown that the effects of perinatal stress on the anxiety-related behavior of the adolescent mouse varied according to the period of application and gender. The hypothesis that gender-dependent abnormalities in neurodevelopment might be caused by the excess stress applied to the breast-fed infant is of importance in elucidating the relationship between the psychoneurotic disorder in childhood and the environment stress of the breast-fed infant. (c) 2006 ISDN. Published by Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Included""}",10.1016/j.ijdevneu.2006.02.003,character(0),,
rayyan-386283297,Effects of Selective Inhibitors of Serotonin Reuptake on the Anxiety Behavior and Activity of the Pituitary-Adrenal System in Prenatally Stressed Male Rats     SO  - NEUROCHEMICAL JOURNAL,2011,,,,,5,,,"",,,,,"We studied effects of the selective inhibitors of serotonin reuptake fluoxetine and paroxetine, which were orally administered at a dose of 5.0 mg/kg from the 1st to 14th days of postnatal life, on the anxiety behavior and hormonal stress reactivity of mature prenatally stressed male rats. We found that prenatal stress decreased the anxiety level in mature male rats. Chronic treatment with paroxetine did not the alter the anxiety behavior of prenatally stressed males. In contrast, treatment with fluoxetine had an anxiogenic effect on their behavior, canceling the effect of prenatal stress on the anxiety behavior of male rats. Prenatal stress considerably affected the dynamics of the stress response of the pituitary-adrenal system, which was seen as disturbances in the regulation of system feedback under conditions of stress-induced activation. Chronic administration of paroxetine or fluoxetine corrected the dynamics of stress-induced levels of corticosterone in the blood of prenatally stressed males.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | USER-NOTES: {""Anna""=>[""were sub jected daily to immobilization stress in narrow plasti""]}",10.1134/S1819712410041038,character(0),,
rayyan-386283305,Perinatal stress and development : Anxious-like behavior in the rat     SO  - Stress perinatal et developpement emotionnel chez le rat: Implications pour l'etude du developpement humain.,2001,,,,,53,,,"",https://search.library.ualberta.ca/openurl/01UOA_INST/01UOA_INST:UOA?sid=OVID:psycdb&id=pmid:&id=doi:10.3917%2Fenf.533.0293&issn=0013-7545&isbn=&volume=53&issue=3&spage=293&pages=293-302&date=2001&title=Enfance&atitle=Perinatal+stress+and+development+%3A+Anxious-like+behavior+in+the+rat.&aulast=Lordi&pid=%3Cauthor%3ELordi%2C+Brigitte%2CMellier%2C+Daniel%2CCaston%2C+Jean%3C%2Fauthor%3E%3CAN%3E2001-11972-006%3C%2FAN%3E%3CDT%3EJournal+Article%3C%2FDT%3E,,,,"In the rat, a prenatal stress at day 19 of pregnancy, elicited a high death rate and a low weight gain until the animals were able to eat by themselves. A postnatal stress at D2 had no influence on death rate but altered the weight gain differentially than a prenatal stress. Indeed, the growth rate which was smaller than that of controls from birth to the l0th day of age, became much greater from the 15th day. The animals which were stressed either prenatally or postnatally elicited an anxious-like behavior greater than that of controls. However, their social discrimination capabilities and their neophobic-neophilic behavior was not altered. The results are discussed in relation to the posttraumatic perinatal stress disorders concerning infants or mothers. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | USER-NOTES: {""Anna""=>[""French paper "", ""I tried to find the full abstract and link is broken ""]}",https://dx.doi.org/10.3917/enf.533.0293,*Animal Development;*Anxiety;*Perinatal Period;*Prenatal Development;*Stress;Animal Ethology;Rats,,
rayyan-386283326,Chronic Prenatal Stress Affects Development and Behavioral Depression in Rats     SO  - STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,1998,,,,,2,,,"",,,,,"We have used the approach of Willner et al (1987), which consists of transitory and variable changes in the rat's living conditions, to investigate the influence of chronic prenatal stress on pup development and their susceptibility to behavioral depression at adult age, as assessed by the learned helplessness model. Pregnant female Wistar rats were divided into either stressed (S; N = 35) or non-stressed (NS; N = 35) groups during the last two weeks of pregnancy. The male and female pups of both groups were either handled to test for physical development up to weaning (H; N = 25 litters) or left undisturbed (NH; N = 10 litters) until adult age, at which time the males from all four experimental groups were divided into two subgroups (N = 10 each) and were submitted to the learned helplessness model of depression. Prenatal stress reduced the number of male pups per litter, decreased the anogenital distance, and produced earlier earflap and eye opening dates, as well as a faster righting. Behavioral depression was induced in all cases, except in the NS -H animals. The prenatally stressed, non -handled pups showed greater escape latency than the NS subgroups. We conclude that the stress schedule used in this study was stressful to dams and sufficient to affect the pups' development and to increase the intensity of induced behavioral depression at adult age.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | USER-NOTES: {""Anna""=>[""chronic unpredictable stress such ;is that descrihctl h!, ""]}",10.3109/10253899809167291,character(0),,
rayyan-386283372,Cross-fostering alleviates depression-like behavior mediated by EAAT2 and SNARE complex in prenatal stress offspring rat     SO  - PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,2021,,,,,210,,,"",,,,,"Previous studies have shown that prenatal stress (PS) can potentially contribute to depression-like behavior in offspring and that this effect may be moderated by cross-fostering. However, the underlying mechanism of this effect remains to be determined. This study aimed to determine the effect of cross-fostering on the expression of EAAT2 and the SNARE complex in the hippocampus and the prefrontal cortex of PS offspring rats and to demonstrate functional effects on depression-like behavior. The impacts of cross-fostering were functionally assessed using the sucrose preference test (SPT), the forced swimming test (FST) and the elevated plus maze (EPM). Quantitative real-time PCR was used to determine changes in the expression of EAAT2 and SNAREs mRNA in the hippocampus and the prefrontal cortex of offspring rats. PS offspring rats showed significantly decreased sucrose preference and prolonged immobility time, while cross-fostering effectively increased sucrose preference and shorten the time of immobility. The expression of EAAT2 mRNA in PS offspring rats was markedly reduced, whilst the core mRNA expression of the SNARE complex increased. Our results provide strong evidence demonstrating that cross-fostering can alleviate depression-like behavior and regulate the abnormal expression levels of EAAT2 mRNA and SNARE complex in the hippocampus and the prefrontal cortex of PS offspring rats. Our findings contribute to further understanding of the pathogenesis of PS-induced depression and may help to inform the future development of novel treatment approaches.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | USER-NOTES: {""Anna""=>[""restraining device""]}",10.1016/j.pbb.2021.173269,character(0),,
rayyan-386283393,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects     SO  - STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS",2017,,,,,20,,,"",,,,,"We aimed to investigate in adolescent rats the individual and combined effects of prenatal noise and restraint stress on balance control, exploration, locomotion and anxiety behavior. Three groups of pregnant rats were exposed to daily repeated stress from day 11 to day 19 of pregnancy: 3min noise (Noise Stress, NS); 10min restraint (restraint stress, RS); or 3min noise followed by 10min restraint (mixed stress, MS). On postnatal days (PND) 44, 45 and 46, four groups of male rats (Control, NS, RS:, MS; 16 rats each), were tested as follows: (1) beam walking (BW), (2) open field (OF) and (3) elevated plus maze (EPM). Our results show that the NS group had significantly impaired balance control, locomotion and both horizontal and vertical exploration (p<.01 for all measures). The RS group showed only a decrease in vertical exploration (p<.05). In contrast, locomotion and balance were not affected in the MS group (OF: crossed squares: p=.34, missteps: p=.18). However, MS rats exhibited significantly higher anxiety levels (less time in EPM open arms: p<.05), and took more time to complete BW: p<.05). Hence, combined prenatal stressors exert non-additive effects on locomotion, exploration and balance control, but induce greater anxiety through additive effects. Terminal plasma ACTH concentration was increased by prenatal stress, especially noise, which group had the largest adrenal glands. Overall, contrary to expectation, combined prenatal stressors can interact to increase anxiety level, but diminish alteration of exploration, locomotion and impaired balance control, which were strongly induced by noise stress.Lay summary: Experience of stress in pregnancy can have negative effects on the offspring that are long-lasting. Here, we used laboratory rats to see whether repeated episodes of exposure to loud noise or preventing free movement, alone or together, during pregnancy had different effects on behaviors of the adolescent offspring. Using standard tests, we found the prenatal stresses caused the offspring to be anxious, and not to balance when moving around as well as normal offspring; the degree of impairment depended on the type of stress - loud noise exposure had the greatest effects, but if the stresses were combined the effects were not worse. The results point to the need to aim to avoid stress in pregnant women.","RAYYAN-INCLUSION: {""Anna""=>""Included""} | USER-NOTES: {""Anna""=>[""Noise stress alone, and offspring was testes OF, EPM""]}",10.1080/10253890.2017.1307962,character(0),,
rayyan-386283398,Prenatal effects of buspirone and stress on behavioral reactions in rat pups of different sexes during period of ontogeny with low level of brain serotonin,,,,,,,,,"",,,,,"Previously we revealed for the first time pain response exacerbation caused by inflammation in rats born to dams exposed to stress during pregnancy (prenatal stress). The present study is devoted to tinvestigation of prenatal stress effects on psychoemotional and tonic pain reactions in rat pups during the individual development period that is characterized with a dramatic reduction of the brain serotonin level. Effects of maternal buspirone before stress during pregnancy on functional indices of psychoemotional and tonic pain systems in the offspring were also investigated. Prenatal stress increased the number of pain patterns (flexing + shaking) during different phases of the time-course of formalin-induced pain in females and males to a greater extent in males. Prenatlly stressed rat pups of both sexes failed to show reliable changes in the index of psychoemotional behavior in the forced swim test. With the aim to decrease pain response exacerbation found in prenatally stressed offspring, pregnant dams were exposed to chronic injections of serotoninergic anxiolytic and antidepressant buspirone which is an agonist of 5-HT1A receptors; prenatal effect of buspirone on psychoemotional behavior in prenatally stressed rat pups was also evaluated. Maternal buspirone normalized pain behavior and decreased considerably the time of immobility, the index of depressive behavior in the forced swim test. The present results indicate analgesic and antidepressive effects of maternal buspirone in prenatally stressed 10-day old rat pups and demonstrate sexual dimorphism in effects of prenatal stress on the time-course of formalin-induced pain. Differences in effects of prenatal influences on pain respone during the interphase in males and females indicate earlier maturation of the descending serotonergic inhibitory system of afferent pain signals modulation in males than in females and demonstrate that 5-HT1A receptors are involved in this process.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population | USER-NOTES: {""Anna""=>[""Russian, I can't access text "", ""https://www.researchgate.net/publication/293809805_Prenatal_effects_of_buspirone_and_stress_on_behavioral_reactions_in_rat_pups_of_different_sexes_during_period_of_ontogeny_with_low_level_of_brain_serotonin""]}",https://doi.org/10.17816/ped5190-96,character(0),,
rayyan-386283406,Alterations in dopamine related behavior of the offspring of pregnant Wistar rats exposed to noise pollution stress     SO  - PHYSIOLOGY AND PHARMACOLOGY,2012,,,,,16,,,"",,,,,"Introduction: Effects of stress on nervous system activity and development are well defined. In the present study, the effects of maternal stress on dopamine-related behavior in the offspring were studied. Methods: Female pregnant Wistar rats (200 g) were randomly exposed to the noise pollution stress (125 db) for 14 days (5 min/day). The time of exposure was random in order to avoid adaptation. The offspring were nursed by their mothers until the adolescence (200 g-3 mounts of age). These animals were examined for their seeking behavior including rearing, sniffing and locomotion using open field method. Twenty four hours later, they received subcutaneous administration of the dopamine D-2 receptor antagonist, sulpiride (5 mg/kg) for evaluation of dopamine receptor sensitization. Results: Our results showed that sniffing was reduced (P<0.01), but both rearing (P<0.05) and locomotion (statically non significant) activity in the F-2 of stress group was increased. Injection of sulpiride reduced animals activity (sniffing, rearing and locomotion) in both groups but the reduction was more pronounced in the stress group (P<0.001). Conclusion: It could be concluded that dopamine-related behavior differed in the experimental group, which was exposed to stress during intra-uterine life. In addition, the experimental group showed a pronounced response to sulpiride, which may be due to alteration in brain dopamine system activity in these animals.","RAYYAN-INCLUSION: {""Anna""=>""Included""} | RAYYAN-EXCLUSION-REASONS: foreign language",,character(0),,
rayyan-386283438,Sex Differences in the Behavioral and Metabolic Effects of Prenatal Stress in Early but not Late Adulthood in Mice,,,,,,,,,"",,,,,,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong publication type",https://doi.org/10.1124/jpet.513.946110,character(0),,
rayyan-386283467,Maternal Chronic Ultrasound Stress Provokes Immune Activation and Behavioral Deficits in the Offspring: A Mouse Model of Neurodevelopmental Pathology     SO  - INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2023,,,,,24,,,"",,,,,"Neurodevelopmental disorders stemming from maternal immune activation can significantly affect a child's life. A major limitation in pre-clinical studies is the scarcity of valid animal models that accurately mimic these challenges. Among the available models, administration of lipopolysaccharide (LPS) to pregnant females is a widely used paradigm. Previous studies have reported that a model of `emotional stress', involving chronic exposure of rodents to ultrasonic frequencies, induces neuroinflammation, aberrant neuroplasticity, and behavioral deficits. In this study, we explored whether this model is a suitable paradigm for maternal stress and promotes neurodevelopmental abnormalities in the offspring of stressed females. Pregnant dams were exposed to ultrasound stress for 21 days. A separate group was injected with LPS on embryonic days E11.5 and E12.5 to mimic prenatal infection. The behavior of the dams and their female offspring was assessed using the sucrose test, open field test, and elevated plus maze. Additionally, the three-chamber sociability test and Barnes maze were used in the offspring groups. ELISA and qPCR were used to examine pro-inflammatory changes in the blood and hippocampus of adult females. Ultrasound-exposed adult females developed a depressive-like syndrome, hippocampal overexpression of GSK-3 \& beta;, IL-1 \& beta;, and IL-6 and increased serum concentrations of IL-1 \& beta;, IL-6, IL-17, RANTES, and TNF \& alpha;. The female offspring also displayed depressive-like behavior, as well as cognitive deficits. These abnormalities were comparable to the behavioral changes induced by LPS. The ultrasound stress model can be a promising animal paradigm of neurodevelopmental pathology associated with prenatal `emotional stress'.","RAYYAN-INCLUSION: {""Anna""=>""Included""}",10.3390/ijms241411712,character(0),,
rayyan-386283501,Hormonal and behavioral characteristics of prenatally stressed female rats in an experimental model of depression     SO  - Neuroscience and Behavioral Physiology,2019,,,,,49,,,"",https://search.library.ualberta.ca/openurl/01UOA_INST/01UOA_INST:UOA?sid=OVID:psycdb&id=pmid:&id=doi:10.1007%2Fs11055-019-00772-6&issn=0097-0549&isbn=&volume=49&issue=5&spage=573&pages=573-579&date=2019&title=Neuroscience+and+Behavioral+Physiology&atitle=Hormonal+and+behavioral+characteristics+of+prenatally+stressed+female+rats+in+an+experimental+model+of+depression.&aulast=Ordyan&pid=%3Cauthor%3EOrdyan%2C+N.+E%2CPivina%2C+S.+G%2CMironova%2C+V.+I%2CAkulova%2C+V.+K%2CRakitskaya%2C+V.+V%3C%2Fauthor%3E%3CAN%3E2019-35299-001%3C%2FAN%3E%3CDT%3EJournal+Article%3C%2FDT%3E,,,,"Changes in behavior and hypothalamo-hypophyseal-adrenal system (HHAC) activity were studied in adult prenatally stressed female rats in an experimental model of depression, i.e., learned helplessness. Females born to intact mothers were found not to form depression-like behavior, as evidenced by the absence of changes in HHAC activity, despite reductions in locomotor activity in the open field and increases in the duration of immobility in the forced swimming test. At the same time, females born to mothers stressed during the last weeks of pregnancy showed changes in behavior and HHAC activity analogous to those found in our previous studies of these animals in the stress-restress paradigm. These results lead to the conclusion that prenatal stress modifies animals' sensitivity to intense stressors. This is apparent in the specific pattern of HHAC activity after stressing, independently of the type of stress. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>["" restraint stress in narrow""]}",https://dx.doi.org/10.1007/s11055-019-00772-6,*Hormones;*Major Depression;*Prenatal Exposure;*Stress;Animal Behavior;Animal Maternal Behavior;A...,,
rayyan-386283539,Behavioral alterations of adolescent rats exposed to prenatal stress: neurobiological mechanisms and implications for psychiatric disorders,,,,,,,,,"",,,,,,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""prenatal stress paradigm. So different stressors""]}",https://doi.org/10.1016/j.psyneuen.2023.106725,character(0),,
rayyan-386283545,"Perinatal citalopram does not prevent the effect of prenatal stress on anxiety, depressive-like behaviour and serotonergic transmission in adult rat offspring     SO  - EUROPEAN JOURNAL OF NEUROSCIENCE",2016,,,,,43,,,"",,,,,"It is still not clear whether the selective serotonin reuptake inhibitors frequently prescribed to depressed pregnant women improve the behavioural outcome in their children. The current study investigated whether administration of citalopram to pregnant rats could prevent anxiety and depressive-like behaviour induced by gestational stress in their offspring, and restore the expression of serotonin 1A autoreceptors in GABAergic interneurons in the medial prefrontal cortex and dorsal raphe nuclei in males, and of corticotropin-releasing factor type 2 receptors in GABAergic interneurons in the dorsal raphe nuclei in females. Activation of these receptors modulates serotonergic transmission to target areas and is reduced in a sex-dependent manner by prenatal stress. Citalopram (10mg/kg/day), administered orally from day 7 of gestation until 21days postpartum, prevented the increase in anxiety in stressed mothers but did not reduce anxiety and depressive-like behaviour in their offspring and even induced depressive-like behaviour in the offspring of control mothers. Citalopram failed to restore the reduction in the expression of serotonin 1A autoreceptors in the prefrontal cortex of males and in corticotropin-releasing factor type 2 receptors in the dorsal raphe nuclei of females induced by prenatal stress. Prenatal citalopram did not prevent the behavioural changes or reduction in serotonergic transmission to target areas induced by prenatal stress. It had adverse behavioural effects in the offspring of control rats, which, together with the lack of any change in prenatally-stressed rats, may be due to inhibition of the foetal serotonin transporter thereby preventing normal development of the serotonin system.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""CUS"", ""Chronic unpredictable stress""]}",10.1111/ejn.13150,character(0),,
rayyan-386283561,[NOISE-STIMULATION EFFECTS ON PREGNANT RATS AND ITS FETUSES]     SO  - Nihon Jibiinkoka Gakkai kaiho,1964,,,,,67,,,"",https://pubmed.ncbi.nlm.nih.gov/14204627/,,,,,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome | USER-NOTES: {""Anna""=>[""No behavioural tests, find the paper here: https://ms.articles.sk/book/95088431/f1d02a/noisestimulation-effects-on-pregnant-rats-and-its-fetuses.html"", ""Japanese""]}",10.3950/jibiinkoka.67.6_843,Animals;*Blood Cell Count;*Body Weight;*Congenital Abnormalities;*Eosinophils;Female;*Fetal Death...;Animal;Rats;*Research,,
rayyan-386283617,Epigenetic Modifications of GABAergic Interneurons Contribute to Deficits in Adult Hippocampus Neurogenesis and Depression-Like Behavior in Prenatally Stressed Mice     SO  - INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,2020,,,,,23,,,"",,,,,"Background: Prenatal stress (PRS) is considered a risk factor for depressive disorder. Adult hippocampal neurogenesis is believed to play a role in the regulation of affective behaviors. GABAergic interneuron is a key modulator in adult hippocampal neurogenesis. Growing evidence indicates that PRS has adverse effects on adult hippocampal neurogenesis and DNA epigenetic modifications of the GABAergic system. The aim of this study was to investigate whether epigenetic GABAergic dysfunction participates in the negative impact of PRS on adult hippocampal neurogenesis and related emotional behaviors. Methods: Behavioral tests were used to explore PRS-induced depression-like behaviors of adult female mice. Immunohistochemistry staining, real-time reverse transcription-polymerase chain reaction, western blot, and chromatin immunoprecipitation were employed to detect adult neurogenesis and epigenetic changes of the GABAergic system in the hippocampus of PRS mice. Results: PRS mice developed a depression phenotype accompanied by the inhibited maturation of hippocampal newborn neurons. Compared with control mice, PRS mice showed decreased expression of glutamic acid decarboxylase 67 at the mRNA and protein levels. GABA(A) receptor agonist phenobarbital could rectify the decrease of 5-bromo-2-deoxyuridine/neuronal nuclei double-positive (BrdU(+)/NeuN(+)) cells in PRS mice. PRS mice also showed increased expression of DNA methyltransferase 1 and increased binding of DNA methyltransferase 1 to glutamic acid decarboxylase 67 promoter region. The treatment with DNA methyltransferase 1 inhibitor 5-aza-deoxycytidine restored the decrease of BrdU(+)/NeuN(+) cells and depression-like behaviors in PRS mice via improving GABAergic system. Conclusions: The present results indicate that epigenetic changes of the GABAergic system are responsible for adult hippocampus neurogenesis and depression-like behaviors in PRS mice.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""45 minutes 3 times per day and exposed to 24-hour constant light""]}",10.1093/ijnp/pyaa020,character(0),,
rayyan-386283651,"Impact of Maternal Road Traffic Noise Exposure on Hippocampal Spatial Memory and Neurogenesis of Sprague Dawley Offspring: Therapeutic Effects of Edaravone, Melatonin, and Enriched Environments     SO  - Central nervous system agents in medicinal chemistry",2025,,,,,,,,"",https://pubmed.ncbi.nlm.nih.gov/41220261/,,,,"<p> Introduction: Mental problems are associated with early neonatal and in utero exposure to maternal stress. With established negative impacts on mental health and cognitive function, road traffic noise (RTN) has emerged as a ubiquitous environmental stressor. In this work, we have examined the effects of maternal exposure to RTN on the development of neurogenesis and spatial memory in the hippocampus (HC) of offspring and investigated possible strategies for mitigating these effects. </p><p> Method: During the prenatal maturation stage, female Sprague Dawley (SD) rats that were determined to be pregnant were exposed chronically to 100 dB SPL (sound pressure level) RTN for six hours per day. The Morris water maze and elevated plus maze tests were used to evaluate the neurobehavioral performances of the offspring. The oxidative stress and neurogenesis in the HC were evaluated using 2% 2,3,5-triphenyl tetrazolium chloride staining, HC histopathology, and biochemical methods (SOD: superoxide dismutase, GSH: glutathione, CAT: catalase, as well as TBARS: thiobarbituric acid reactive substance, MPO: myeloperoxidase, and AChE: acetylcholinesterase), respectively. Additionally, we looked at the potential therapeutic benefits of melatonin, edaravone, and an enriched environment. </p><p> Result: The results of our investigation showed that maternal exposure to 100 dB SPL RTN considerably reduced the offspring's spatial memory and caused distress. The biochemical estimation of HC tissue supernatant revealed a considerable increase in MPO, AChE, and TBARS levels and a marked reduction in SOD, CAT, and GSH levels. However, there were notable protective effects against these unfavorable outcomes due to the administration of melatonin and edaravone, as well as from being exposed to an enriched environment. </p><p> Discussion: In our study, prenatal exposure to 100 dB SPL RTN caused oxidative stress, which caused neurodegeneration, as well as decreased spatial memory and induced anxiety, being consistent with previous findings. In particular, compared to offspring of the 100 dB SPL RTNexposed group, offspring of the maternally treated EDV and MLT combination groups showed superior spatial memory function, reduced anxiety, and increased neurogenesis. </p><p> Conclusion: The findings of our study have offered promising pathways for public health policies and urban planning concerns, as well as useful insights into the development of tailored therapies to safeguard against the cognitive and neurological repercussions of maternal RTN exposure.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: full text not available | USER-NOTES: {""Anna""=>[""I asked for the full text""]}",https://doi.org/10.2174/0118715249381371251019170111,character(0),,
rayyan-386283689,Grape seed proanthocyanidins improves depression-like behavior by alleviating oxidative stress and NLRP3 activation in the hippocampus of prenatally-stressed female offspring rats     SO  - JOURNAL OF HISTOTECHNOLOGY,2021,,,,,44,,,"",,,,,"Over several decades, there is a growing evidence, which has shown that prenatal stress (PS) contributes to depression in offspring. Grape seed proanthocyanidins (GSPs), which contain dimers, trimers, oligomers of catechin and epicatechin, are known to possess antidepressant effects. The present study aimed to investigate the mechanism of antidepressant effects of GSPs on female juvenile prenatally stressed offspring rats. The results showed that the female juvenile offspring rats exposed to PS exhibited depression-like behavior manifested as longer immobility time and lesser consumption of sucrose solution. Prenatal stress reduced the number of hippocampal neurons and increased the level of the reactive oxygen species (ROS) in the hippocampus of the female juvenile offspring rats. Furthermore, the expression of PYD domains-containing protein 3 (NLRP3) and its downstream cytokines, Caspase-1, and interleukin-1 beta (IL-1 beta), were increased in the hippocampus of the female juvenile offspring rats exposed to PS. Administration of GSPs not only improved depression-like behavior and enhanced the number of hippocampal neurons, but also abated excessive ROS generation and inhibited the activation of the NLRP3-Caspase-1 signaling pathway. Taken together, GSPs counteract PS-induced hippocampal neuron loss and depression-like behavior by alleviating oxidative stress and NLRP3 activation. The present study provides a new insight for GSPs as an effective therapeutic agent for adolescent depression.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""restraint""]}",10.1080/01478885.2020.1861907,character(0),,
rayyan-386283703,Differential Effect of Prenatal Stress on the Expression of Cortiocotrophin-Releasing Hormone and its Receptors in the Hypothalamus and Amygdala in Male and Female Rats     SO  - JOURNAL OF NEUROENDOCRINOLOGY,2011,,,,,23,,,"",https://pubmed.ncbi.nlm.nih.gov/21306450/,,,,"The present study examined the effect of prenatal stress in rats from days 13-20 of gestation on anxiogenic behaviour in the elevated plus maze (EPM) together with changes in the gene expression of corticotrophin-releasing hormone (CRH), its receptors, CRHR1 and CRHR2, as well as CRH binding protein (CRH-BP) in the paraventricular nucleus (PVN) and amygdala of their male and female offspring. Both prenatally-stressed (PS) males and females showed heightened anxiety in the EPM. Prenatal stress did not alter the gene expression of CRH or its receptors in the male PVN, although it decreased CRH-BP mRNA, which could augment the activity of free CRH. In the PVN of PS females, there was an increase in the expression of CRH, coupled with a decrease in that of CRHR2 and CRH-BP. These changes are compatible with the greater activation of the hypothalamic pituitary adrenal axis to stress in females. Anxiogenic behaviour of PS rats was associated with a reduction of CRHR2 mRNA and of CRH-BP mRNA in the amygdala of males and an increase in CRH mRNA and decrease in CRHR2 mRNA in females. Two hours after acute stress of exposure to the elevated plus maze in which heightened anxiety was manifested, increases were seen only in the amygdala of females in CRH and CRHR1 signalling, whereas CRHR2 mRNA was reduced in both sexes. The data show that both prenatal stress and acute stress in adulthood have a differential sex-dependent effect on the expression of CRH its receptors and binding protein in the PVN and amygdala of rats.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""variable stressors""]}",10.1111/j.1365-2826.2011.02117.x,Amygdala/cytology/*metabolism;Animals;Anxiety/physiopathology;Carrier Proteins/genetics/metabolis...;Messenger/metabolism;Rats;Rats;Wistar;Receptors;Corticotropin-Releasing Hormone/genetics/*metabolism;Stress;Physiological/*physiology,,
rayyan-386283720,Ketamine role in the treatment of Maternal depression: effects on offspring behaviour,,,,,,,,,"",,,,,"<title>Abstract</title> Maternal depression during pregnancy adversely affects offspring neurodevelopment and behaviour. Typical antidepressants like selective serotonin reuptake inhibitors have limitations due to risks of crossing the placenta. Ketamine has emerged as a promising alternative treatment. This research examined ketamine's effects on offspring of maternally stressed mice. Dams were divided into control, maternal adversity, fluoxetine, and ketamine groups. Open field, sucrose preference, elevated plus maze, and forced swim tests assessed offspring anxiety, anhedonia, and despair. Maternal adversity increased anxiety-like behaviours and ketamine or fluoxetine reversed some effects. However, fluoxetine more effectively mitigated despair in forced swim tests. Ketamine moderately alleviated anhedonia versus controls. Further research on dose-response and timing is needed to optimize ketamine treatment. Mitigating maternal depression is crucial for preventing maladaptive offspring neurobehavioral trajectories.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""illumination, tilted cages, disrupted light/dark cycles, novel objects, fox odour, noise, and 15 minutes of restraint stress""]}",https://doi.org/10.21203/rs.3.rs-3969981/v1,character(0),,
