study_id,es_id,n_raw,n_final,mean_raw,median_raw,q1_raw,q3_raw,mean_pre_zero_correction,mean_analysis_primary,mean_analysis_sensitivity_08,mean_source,exact_zero_before_correction,zero_correction_applied,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_correction_unavailable,zero_mean_exclusion_sensitivity,sd_raw,sd_final,sd_source,se_raw,se_final,se_source,ci_raw,iqr_all_zero,iqr_skewness_review,sd_assumed_sqrt_mean,se_inconsistent_with_sd,se_matches_mean_over_sqrt_n,arm
abramova_2023_biopsy,es177,10,10,,6.5,4,8.1,6.1674500000000005,6.1674500000000005,6.1674500000000005,luo_2018_q1_median_q3,FALSE,FALSE,0.11231249999999998,0.10108124999999998,0.08984999999999999,FALSE,FALSE,,3.5260142054797154,wan_2014_q1_q3,,1.115023595142486,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es178,9,9,264,,,,264,264,264,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,21,21,raw_sd,7,7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es179,10,10,269,,,,269,269,269,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,15.8114,15.8114,raw_sd,5,5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es180,9,9,,27.1,19.4,51.5,33.30683333333334,33.30683333333334,33.30683333333334,luo_2018_q1_median_q3,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,,28.077233025184707,wan_2014_q1_q3,,9.359077675061569,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es181,10,10,,19.6,17.7,40.5,26.6205,26.6205,26.6205,luo_2018_q1_median_q3,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,,19.608078996326224,wan_2014_q1_q3,,6.200619016889923,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es182,9,9,6.2,,,,6.2,6.2,6.2,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,3,3,raw_sd,1,1,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es183,10,10,4.7,,,,4.7,4.7,4.7,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,1.9606,1.9606,raw_sd,0.62,0.62,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es184,9,9,,0,0,0,0,0.232785,0.20692,luo_2018_q1_median_q3,TRUE,TRUE,0.25865,0.232785,0.20692,FALSE,TRUE,,0,wan_2014_q1_q3,,0,sd_div_sqrt_n,,TRUE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es185,10,10,,2,1.2,2,1.7044000000000001,1.7044000000000001,1.7044000000000001,luo_2018_q1_median_q3,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,FALSE,,0.6880027718009202,wan_2014_q1_q3,,0.2175655795399973,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es186,9,9,6.7,,,,6.7,6.7,6.7,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,4.5,4.5,raw_sd,1.5,1.5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es187,10,10,7.8,,,,7.8,7.8,7.8,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,3.7947,3.7947,raw_sd,1.2,1.2,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es188,9,9,14.9,,,,14.9,14.9,14.9,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,5.4,5.4,raw_sd,1.8,1.8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es189,10,10,15.8,,,,15.8,15.8,15.8,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,4.111,4.111,raw_sd,1.3,1.3,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es190,9,9,,0,0,0,0,1.023255,0.9095599999999999,luo_2018_q1_median_q3,TRUE,TRUE,1.13695,1.023255,0.9095599999999999,FALSE,TRUE,,0,wan_2014_q1_q3,,0,sd_div_sqrt_n,,TRUE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es191,10,10,,3.8,0,11.6,5.2780000000000005,5.2780000000000005,5.2780000000000005,luo_2018_q1_median_q3,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,,9.976040191113341,wan_2014_q1_q3,,3.1547009033299607,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es192,9,9,24.9,,,,24.9,24.9,24.9,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,20.7,20.7,raw_sd,6.9,6.9,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es193,10,10,24,,,,24,24,24,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,14.8627,14.8627,raw_sd,4.7,4.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es194,9,9,,3,2,4,3,3,3,luo_2018_q1_median_q3,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,,1.7493603130956201,wan_2014_q1_q3,,0.5831201043652067,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es195,10,10,,4,2.2,4,3.3349,3.3349,3.3349,luo_2018_q1_median_q3,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,,1.5480062365520701,wan_2014_q1_q3,,0.4895225539649939,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es196,9,9,6.8,,,,6.8,6.8,6.8,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,5.4,5.4,raw_sd,1.8,1.8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es197,10,10,6.4,,,,6.4,6.4,6.4,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,2.846,2.846,raw_sd,0.9,0.9,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es198,9,9,63.5,,,,63.5,63.5,63.5,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,17.4,17.4,raw_sd,5.8,5.8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es199,10,10,62.3,,,,62.3,62.3,62.3,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,21.1873,21.1873,raw_sd,6.7,6.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es200,9,9,,110,81,143,111.48666666666666,111.48666666666666,111.48666666666666,luo_2018_q1_median_q3,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,,54.23016970596423,wan_2014_q1_q3,,18.07672323532141,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es201,10,10,,64,45,83,64,64,64,luo_2018_q1_median_q3,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,,32.68013166054371,wan_2014_q1_q3,,10.334365028149872,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es202,9,9,202,,,,202,202,202,raw_mean,FALSE,FALSE,201,180.9,160.8,FALSE,FALSE,39,39,raw_sd,13,13,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es203,10,10,223,,,,223,223,223,raw_mean,FALSE,FALSE,201,180.9,160.8,FALSE,FALSE,82.2192,82.2192,raw_sd,26,26,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es204,9,9,43,,,,43,43,43,raw_mean,FALSE,FALSE,22,19.8,17.6,FALSE,FALSE,21,21,raw_sd,7,7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es205,10,10,47,,,,47,47,47,raw_mean,FALSE,FALSE,22,19.8,17.6,FALSE,FALSE,25.2982,25.2982,raw_sd,8,8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es206,9,9,,1,0,4,1.7433333333333332,1.7433333333333332,1.7433333333333332,luo_2018_q1_median_q3,FALSE,FALSE,0.3695,0.33255,0.29560000000000003,FALSE,FALSE,,3.4987206261912402,wan_2014_q1_q3,,1.1662402087304133,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,control
abramova_2023_biopsy,es207,10,10,,0,0,1,0.3695,0.3695,0.3695,luo_2018_q1_median_q3,FALSE,FALSE,0.3695,0.33255,0.29560000000000003,FALSE,FALSE,,0.8600034647511502,wan_2014_q1_q3,,0.2719569744249966,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,control
uygur_2010_aphyhun,es001,10,10,137,,,,137,137,137,raw_mean,FALSE,FALSE,90.9,81.81,72.72000000000001,FALSE,FALSE,,211.5563754652646,se_times_sqrt_n,66.9,66.9,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2010_aphyhun,es002,10,10,3.67,,,,3.67,3.67,3.67,raw_mean,FALSE,FALSE,3.67,3.303,2.936,FALSE,FALSE,,2.308462691922917,se_times_sqrt_n,0.73,0.73,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2010_aphyhun,es003,10,10,66.67,,,,66.67,66.67,66.67,raw_mean,FALSE,FALSE,66.67,60.003,53.336000000000006,FALSE,FALSE,,53.34762412704057,se_times_sqrt_n,16.87,16.87,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
barzegar_2014_hippo,es004,10,10,33.93,,,,33.93,33.93,33.93,raw_mean,FALSE,FALSE,14.27,12.843,11.416,FALSE,FALSE,19.61,19.61,raw_sd,6.2,6.2,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
barzegar_2014_hippo,es005,10,10,30.78,,,,30.78,30.78,30.78,raw_mean,FALSE,FALSE,16.92,15.228000000000002,13.536000000000001,FALSE,FALSE,4.33,4.33,raw_sd,1.37,1.37,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
barzegar_2014_hippo,es006,10,10,14.27,,,,14.27,14.27,14.27,raw_mean,FALSE,FALSE,14.27,12.843,11.416,FALSE,FALSE,8.43,8.43,raw_sd,8.43,2.6658000675219435,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,FALSE,experimental
barzegar_2014_hippo,es007,10,10,21.53,,,,21.53,21.53,21.53,raw_mean,FALSE,FALSE,16.92,15.228000000000002,13.536000000000001,FALSE,FALSE,5.72,5.72,raw_sd,1.81,1.81,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
barzegar_2014_hippo,es008,10,10,15.33,,,,15.33,15.33,15.33,raw_mean,FALSE,FALSE,14.27,12.843,11.416,FALSE,FALSE,8.85,8.85,raw_sd,2.8,2.8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
barzegar_2014_hippo,es009,10,10,16.92,,,,16.92,16.92,16.92,raw_mean,FALSE,FALSE,16.92,15.228000000000002,13.536000000000001,FALSE,FALSE,8.31,8.31,raw_sd,2.63,2.63,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
hassanvand_2012_phyphar,es010,6,6,35.5825,,,,35.5825,35.5825,35.5825,raw_mean,FALSE,FALSE,35.5825,32.02425,28.466000000000005,FALSE,FALSE,2.916,2.916,raw_sd,1.1904,1.1904,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
hassanvand_2012_phyphar,es011,6,6,20.6957,,,,20.6957,20.6957,20.6957,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,2.4556,2.4556,raw_sd,1.0025,1.0025,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
hassanvand_2012_phyphar,es012,6,6,28.5228,,,,28.5228,28.5228,28.5228,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,2.609,2.609,raw_sd,1.0651,1.0651,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
arjunan_2023_stress,es013,6,6,160.21,,,,160.21,160.21,160.21,raw_mean,FALSE,FALSE,0.18,0.162,0.144,FALSE,FALSE,18.85,18.85,raw_sd,7.69,7.69,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
arjunan_2023_stress,es014,6,6,132.86,,,,132.86,132.86,132.86,raw_mean,FALSE,FALSE,71.74,64.566,57.391999999999996,FALSE,FALSE,19.48,19.48,raw_sd,7.95,7.95,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
arjunan_2023_stress,es015,6,6,124.08,,,,124.08,124.08,124.08,raw_mean,FALSE,FALSE,0.18,0.162,0.144,FALSE,FALSE,11.78,11.78,raw_sd,4.81,4.81,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
arjunan_2023_stress,es016,6,6,170.48,,,,170.48,170.48,170.48,raw_mean,FALSE,FALSE,71.74,64.566,57.391999999999996,FALSE,FALSE,10.75,10.75,raw_sd,4.39,4.39,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
arjunan_2023_stress,es017,6,6,93.46,,,,93.46,93.46,93.46,raw_mean,FALSE,FALSE,0.18,0.162,0.144,FALSE,FALSE,11.78,11.78,raw_sd,4.81,4.81,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
arjunan_2023_stress,es018,6,6,202.72,,,,202.72,202.72,202.72,raw_mean,FALSE,FALSE,71.74,64.566,57.391999999999996,FALSE,FALSE,12.09,12.09,raw_sd,4.94,4.94,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
hadizadeh_2018_irjbamedsci,es019,6,6,19.51,,,,19.51,19.51,19.51,raw_mean,FALSE,FALSE,14.27,12.843,11.416,FALSE,FALSE,3.07,3.07,raw_sd,1.25,1.25,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
hadizadeh_2018_irjbamedsci,es020,6,6,17.52,,,,17.52,17.52,17.52,raw_mean,FALSE,FALSE,16.92,15.228000000000002,13.536000000000001,FALSE,FALSE,4.35,4.35,raw_sd,1.78,1.78,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es021,49,49,27.88,,,,27.88,27.88,27.88,raw_mean,FALSE,FALSE,25.42,22.878000000000004,20.336000000000002,FALSE,FALSE,17.52,17.52,raw_sd,2.5,2.5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es022,44,44,38.35,,,,38.35,38.35,38.35,raw_mean,FALSE,FALSE,25.42,22.878000000000004,20.336000000000002,FALSE,FALSE,24.99,24.99,raw_sd,3.77,3.77,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es023,49,49,4.46,,,,4.46,4.46,4.46,raw_mean,FALSE,FALSE,4.46,4.014,3.568,FALSE,FALSE,3.09,3.09,raw_sd,0.44,0.44,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es024,44,44,8.55,,,,8.55,8.55,8.55,raw_mean,FALSE,FALSE,4.46,4.014,3.568,FALSE,FALSE,5.26,5.26,raw_sd,0.79,0.79,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es025,49,49,20.84,,,,20.84,20.84,20.84,raw_mean,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,19.55,19.55,raw_sd,2.79,2.79,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es026,44,44,3.27,,,,3.27,3.27,3.27,raw_mean,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,3.72,3.72,raw_sd,0.56,0.56,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es027,49,49,30.57,,,,30.57,30.57,30.57,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,22.63,22.63,raw_sd,3.23,3.23,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es028,44,44,48.4,,,,48.4,48.4,48.4,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,27.76,27.76,raw_sd,4.19,4.19,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es029,49,49,7.61,,,,7.61,7.61,7.61,raw_mean,FALSE,FALSE,6.97,6.273,5.5760000000000005,FALSE,FALSE,4.63,4.63,raw_sd,0.66,0.66,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es030,44,44,12.15,,,,12.15,12.15,12.15,raw_mean,FALSE,FALSE,6.97,6.273,5.5760000000000005,FALSE,FALSE,7.17,7.17,raw_sd,1.08,1.08,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es031,49,49,2.2,,,,2.2,2.2,2.2,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,1.91,1.91,raw_sd,0.27,0.27,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es032,44,44,1.48,,,,1.48,1.48,1.48,raw_mean,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,1.35,1.35,raw_sd,0.2,0.2,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es033,49,49,23.44,,,,23.44,23.44,23.44,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,10.99,10.99,raw_sd,1.57,1.57,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es034,44,44,15.37,,,,15.37,15.37,15.37,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,8.01,8.01,raw_sd,1.21,1.21,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es035,49,49,44.22,,,,44.22,44.22,44.22,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,17.61,17.61,raw_sd,2.52,2.52,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es036,44,44,32.55,,,,32.55,32.55,32.55,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,13.67,13.67,raw_sd,2.06,2.06,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es037,49,49,31.13,,,,31.13,31.13,31.13,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,30.81,30.81,raw_sd,4.4,4.4,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es038,44,44,51.69,,,,51.69,51.69,51.69,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,49.02,49.02,raw_sd,7.39,7.39,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es039,49,49,29.12,,,,29.12,29.12,29.12,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,17.2,17.2,raw_sd,2.46,2.46,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es040,44,44,40.38,,,,40.38,40.38,40.38,raw_mean,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,25.3,25.3,raw_sd,3.81,3.81,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es041,49,49,4.49,,,,4.49,4.49,4.49,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.18,2.18,raw_sd,0.31,0.31,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es042,44,44,4.46,,,,4.46,4.46,4.46,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,2.78,2.78,raw_sd,0.42,0.42,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es043,13,13,86.12,,,,86.12,86.12,86.12,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,19.43,19.43,raw_sd,5.39,5.39,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es044,14,14,128.29,,,,128.29,128.29,128.29,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,46.06,46.06,raw_sd,12.31,12.31,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es045,49,49,59.8,,,,59.8,59.8,59.8,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,,37.800000000000004,se_times_sqrt_n,5.4,5.4,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2024_devneur,es046,44,44,57.8,,,,57.8,57.8,57.8,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,,28.522973197056437,se_times_sqrt_n,4.3,4.3,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
oliveira_2015_jbehavbraisci,es047,12,12,6.22,,,,6.22,6.22,6.22,raw_mean,FALSE,FALSE,6.22,5.598,4.976,FALSE,FALSE,14.36,14.36,raw_sd,4.15,4.15,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
oliveira_2015_jbehavbraisci,es048,12,12,86.53,,,,86.53,86.53,86.53,raw_mean,FALSE,FALSE,6.22,5.598,4.976,FALSE,FALSE,131.03,131.03,raw_sd,37.82,37.82,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
oliveira_2015_jbehavbraisci,es049,12,12,136.27,,,,136.27,136.27,136.27,raw_mean,FALSE,FALSE,6.22,5.598,4.976,FALSE,FALSE,147.18,147.18,raw_sd,42.49,42.49,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
oliveira_2015_jbehavbraisci,es050,12,12,6.54,,,,6.54,6.54,6.54,raw_mean,FALSE,FALSE,5.34,4.806,4.272,FALSE,FALSE,8.21,8.21,raw_sd,2.37,2.37,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
oliveira_2015_jbehavbraisci,es051,12,12,6.6,,,,6.6,6.6,6.6,raw_mean,FALSE,FALSE,5.34,4.806,4.272,FALSE,FALSE,4.06,4.06,raw_sd,1.17,1.17,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
oliveira_2015_jbehavbraisci,es052,12,12,13.2,,,,13.2,13.2,13.2,raw_mean,FALSE,FALSE,5.34,4.806,4.272,FALSE,FALSE,15.44,15.44,raw_sd,4.46,4.46,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
pavlov_2023_molsci,es053,14,14,40.48,,,,40.48,40.48,40.48,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,13.49,13.49,raw_sd,3.61,3.61,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
pavlov_2023_molsci,es054,14,14,6.4,,,,6.4,6.4,6.4,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,3.17,3.17,raw_sd,0.85,0.85,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
pavlov_2023_molsci,es055,14,14,25.99,,,,25.99,25.99,25.99,raw_mean,FALSE,FALSE,0.18,0.162,0.144,FALSE,FALSE,11.15,11.15,raw_sd,2.98,2.98,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
pavlov_2023_molsci,es056,14,14,25.42,,,,25.42,25.42,25.42,raw_mean,FALSE,FALSE,25.42,22.878000000000004,20.336000000000002,FALSE,FALSE,9.56,9.56,raw_sd,2.55,2.55,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
pavlov_2023_molsci,es057,14,14,8.68,,,,8.68,8.68,8.68,raw_mean,FALSE,FALSE,8.68,7.812,6.944,FALSE,FALSE,4.23,4.23,raw_sd,1.13,1.13,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
nishio_2006_intjdevlneur,es058,5,5,24.15,,,,24.15,24.15,24.15,raw_mean,FALSE,FALSE,16.92,15.228000000000002,13.536000000000001,FALSE,FALSE,7.94,7.94,raw_sd,3.55,3.55,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
nishio_2006_intjdevlneur,es059,5,5,29.23,,,,29.23,29.23,29.23,raw_mean,FALSE,FALSE,16.92,15.228000000000002,13.536000000000001,FALSE,FALSE,13.81,13.81,raw_sd,6.17,6.17,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
nishio_2006_intjdevlneur,es060,5,5,46.66,,,,46.66,46.66,46.66,raw_mean,FALSE,FALSE,14.27,12.843,11.416,FALSE,FALSE,7.78,7.78,raw_sd,3.48,3.48,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
nishio_2006_intjdevlneur,es061,5,5,42.1,,,,42.1,42.1,42.1,raw_mean,FALSE,FALSE,14.27,12.843,11.416,FALSE,FALSE,14.82,14.82,raw_sd,6.63,6.63,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
nishio_2006_intjdevlneur,es062,5,5,3.58,,,,3.58,3.58,3.58,raw_mean,FALSE,FALSE,3.58,3.222,2.8640000000000003,FALSE,FALSE,1.18,1.18,raw_sd,0.53,0.53,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
nishio_2006_intjdevlneur,es063,5,5,4.55,,,,4.55,4.55,4.55,raw_mean,FALSE,FALSE,3.58,3.222,2.8640000000000003,FALSE,FALSE,1.15,1.15,raw_sd,0.51,0.51,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
uygur_2011_ankarauniv,es064,10,10,26.79,,,,26.79,26.79,26.79,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,,24.855502408923464,se_times_sqrt_n,7.86,7.86,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
