study_id,es_id,n_raw,n_final,mean_raw,median_raw,q1_raw,q3_raw,mean_pre_zero_correction,mean_analysis_primary,mean_analysis_sensitivity_08,mean_source,exact_zero_before_correction,zero_correction_applied,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_correction_unavailable,zero_mean_exclusion_sensitivity,sd_raw,sd_final,sd_source,se_raw,se_final,se_source,ci_raw,iqr_all_zero,iqr_skewness_review,sd_assumed_sqrt_mean,se_inconsistent_with_sd,se_matches_mean_over_sqrt_n,arm
abramova_2020_genpath,es154,19,19,12.4211,,,,12.4211,12.4211,12.4211,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,5.3678,5.3678,raw_sd,1.2314,1.2314,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es155,16,16,16.9375,,,,16.9375,16.9375,16.9375,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,6.678,6.678,raw_sd,1.6695,1.6695,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es156,19,19,6.5274,,,,6.5274,6.5274,6.5274,raw_mean,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,11.2848,11.2848,raw_sd,2.5889,2.5889,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es157,16,16,11.8338,,,,11.8338,11.8338,11.8338,raw_mean,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,18.4115,18.4115,raw_sd,4.6029,4.6029,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es158,19,19,3.8421,,,,3.8421,3.8421,3.8421,raw_mean,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,2.5224,2.5224,raw_sd,0.5787,0.5787,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es159,16,16,3.5625,,,,3.5625,3.5625,3.5625,raw_mean,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,1.8608,1.8608,raw_sd,0.4652,0.4652,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2020_genpath,es160,19,19,186.3768,,,,186.3768,186.3768,186.3768,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,71.3936,71.3936,raw_sd,42.7578,16.378815137661338,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es161,16,16,207.1638,,,,207.1638,207.1638,207.1638,raw_mean,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,75.8212,75.8212,raw_sd,51.7909,18.9553,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es162,19,19,58.4183,,,,58.4183,58.4183,58.4183,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,28.588,28.588,raw_sd,13.4021,6.558536999891619,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2020_genpath,es163,16,16,49.8194,,,,49.8194,49.8194,49.8194,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,33.9636,33.9636,raw_sd,12.4549,8.4909,recalculated_from_sd,,FALSE,FALSE,FALSE,TRUE,TRUE,experimental
abramova_2023_biopsy,es164,10,10,22.3,,,,22.3,22.3,22.3,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,10.4355,10.4355,raw_sd,3.3,3.3,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es165,8,8,31.1,,,,31.1,31.1,31.1,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,14.425,14.425,raw_sd,5.1,5.1,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es166,10,10,8.4,,,,8.4,8.4,8.4,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,3.7947,3.7947,raw_sd,1.2,1.2,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es167,8,8,14.1,,,,14.1,14.1,14.1,raw_mean,FALSE,FALSE,4.3889,3.95001,3.51112,FALSE,FALSE,4.8083,4.8083,raw_sd,1.7,1.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es168,10,10,,0.5,0,1,0.5,0.5,0.5,luo_2018_q1_median_q3,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,,0.8600034647511502,wan_2014_q1_q3,,0.2719569744249966,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es169,8,8,,0,0,0.5,0.18718749999999998,0.18718749999999998,0.18718749999999998,luo_2018_q1_median_q3,FALSE,FALSE,0.18718749999999998,0.16846874999999997,0.14975,FALSE,FALSE,,0.446753844743742,wan_2014_q1_q3,,0.157951336569731,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es170,10,10,80.1,,,,80.1,80.1,80.1,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,61.3482,61.3482,raw_sd,19.4,19.4,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es171,8,8,75.3,,,,75.3,75.3,75.3,raw_mean,FALSE,FALSE,8.2563,7.43067,6.60504,FALSE,FALSE,56.8514,56.8514,raw_sd,20.1,20.1,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es172,10,10,,28.9,25.3,61.9,39.7633,39.7633,39.7633,luo_2018_q1_median_q3,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,,31.47612680989209,wan_2014_q1_q3,,9.953625263954875,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es173,8,8,,24.3,14.4,36.1,25.0113125,25.0113125,25.0113125,luo_2018_q1_median_q3,FALSE,FALSE,12.5038,11.25342,10.00304,FALSE,FALSE,,19.389116861878406,wan_2014_q1_q3,,6.8550880071263265,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es174,10,10,3.3,,,,3.3,3.3,3.3,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.5811,1.5811,raw_sd,0.5,0.5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es175,8,8,2.9,,,,2.9,2.9,2.9,raw_mean,FALSE,FALSE,2.6522,2.3869800000000003,2.12176,FALSE,FALSE,1.6971,1.6971,raw_sd,0.6,0.6,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es176,10,10,,0.6,0,1.3,0.63695,0.63695,0.63695,luo_2018_q1_median_q3,FALSE,FALSE,0.11231249999999998,0.10108124999999998,0.08984999999999999,FALSE,FALSE,,1.1180045041764952,wan_2014_q1_q3,,0.3535440667524956,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es177,8,8,,0,0,0.3,0.11231249999999998,0.11231249999999998,0.11231249999999998,luo_2018_q1_median_q3,FALSE,FALSE,0.11231249999999998,0.10108124999999998,0.08984999999999999,FALSE,FALSE,,0.2680523068462452,wan_2014_q1_q3,,0.0947708019418386,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es178,10,10,251,,,,251,251,251,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,41.1096,41.1096,raw_sd,13,13,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es179,8,8,266,,,,266,266,266,raw_mean,FALSE,FALSE,242.4406,218.19654,193.95248,FALSE,FALSE,31.1127,31.1127,raw_sd,11,11,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es180,10,10,,41.9,2.2,62,34.6578,34.6578,34.6578,luo_2018_q1_median_q3,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,,51.428207192118776,wan_2014_q1_q3,,16.263027070614797,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es181,8,8,,26.1,19.4,51.5,33.1008125,33.1008125,33.1008125,luo_2018_q1_median_q3,FALSE,FALSE,15.626,14.0634,12.5008,FALSE,FALSE,,28.68159683254824,wan_2014_q1_q3,,10.140475807776731,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es182,10,10,2.9,,,,2.9,2.9,2.9,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,2.5298,2.5298,raw_sd,0.8,0.8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es183,8,8,2.9,,,,2.9,2.9,2.9,raw_mean,FALSE,FALSE,1.95,1.755,1.56,FALSE,FALSE,1.9799,1.9799,raw_sd,0.7,0.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es184,10,10,,0,0,0.7,0.25865,0.25865,0.25865,luo_2018_q1_median_q3,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,TRUE,,0.6020024253258051,wan_2014_q1_q3,,0.1903698820974976,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es185,8,8,,1,0,1,0.6256250000000001,0.6256250000000001,0.6256250000000001,luo_2018_q1_median_q3,FALSE,FALSE,0.25865,0.232785,0.20692,FALSE,FALSE,,0.893507689487484,wan_2014_q1_q3,,0.315902673139462,sd_div_sqrt_n,,FALSE,TRUE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es186,10,10,9.8,,,,9.8,9.8,9.8,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,7.2732,7.2732,raw_sd,2.3,2.3,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es187,8,8,8.1,,,,8.1,8.1,8.1,raw_mean,FALSE,FALSE,2.95,2.6550000000000002,2.3600000000000003,FALSE,FALSE,4.8083,4.8083,raw_sd,1.7,1.7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es188,10,10,8,,,,8,8,8,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,4.111,4.111,raw_sd,1.3,1.3,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es189,8,8,15.2,,,,15.2,15.2,15.2,raw_mean,FALSE,FALSE,8,7.2,6.4,FALSE,FALSE,3.9598,3.9598,raw_sd,1.4,1.4,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es190,10,10,,1.1,0,2.3,1.13695,1.13695,1.13695,luo_2018_q1_median_q3,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,TRUE,,1.978007968927645,wan_2014_q1_q3,,0.6255010411774922,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es191,8,8,,7.3,2.9,21.3,10.893999999999998,10.893999999999998,10.893999999999998,luo_2018_q1_median_q3,FALSE,FALSE,1.13695,1.023255,0.9095599999999999,FALSE,FALSE,,16.440541486569707,wan_2014_q1_q3,,5.8126091857661,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es192,10,10,46.8,,,,46.8,46.8,46.8,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,20.871,20.871,raw_sd,6.6,6.6,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es193,8,8,29.7,,,,29.7,29.7,29.7,raw_mean,FALSE,FALSE,22.57,20.313000000000002,18.056,FALSE,FALSE,28.5671,28.5671,raw_sd,10.1,10.1,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es194,10,10,,2,1.2,4.5,2.6281499999999998,2.6281499999999998,2.6281499999999998,luo_2018_q1_median_q3,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,,2.8380114336787954,wan_2014_q1_q3,,0.8974580156024888,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es195,8,8,,2.5,0.7,5.7,3.024125,3.024125,3.024125,luo_2018_q1_median_q3,FALSE,FALSE,2.6281499999999998,2.365335,2.1025199999999997,FALSE,FALSE,,4.467538447437421,wan_2014_q1_q3,,1.5795133656973102,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es196,10,10,20.9,,,,20.9,20.9,20.9,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,15.1789,15.1789,raw_sd,4.8,4.8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es197,8,8,8.8,,,,8.8,8.8,8.8,raw_mean,FALSE,FALSE,6.4,5.760000000000001,5.120000000000001,FALSE,FALSE,8.2024,8.2024,raw_sd,2.9,2.9,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es198,10,10,60.3,,,,60.3,60.3,60.3,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,13.914,13.914,raw_sd,4.4,4.4,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es199,8,8,83.4,,,,83.4,83.4,83.4,raw_mean,FALSE,FALSE,40.48,36.431999999999995,32.384,FALSE,FALSE,11.3137,11.3137,raw_sd,4,4,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es200,10,10,,140,102,164,134.827,134.827,134.827,luo_2018_q1_median_q3,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,,53.32021481457131,wan_2014_q1_q3,,16.86133241434979,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es201,8,8,,100,87,109,98.5025,98.5025,98.5025,luo_2018_q1_median_q3,FALSE,FALSE,26.79,24.111,21.432000000000002,FALSE,FALSE,,19.65716916872465,wan_2014_q1_q3,,6.949858809068164,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es202,10,10,201,,,,201,201,201,raw_mean,FALSE,FALSE,201,180.9,160.8,FALSE,FALSE,34.7851,34.7851,raw_sd,11,11,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es203,8,8,228,,,,228,228,228,raw_mean,FALSE,FALSE,201,180.9,160.8,FALSE,FALSE,22.6274,22.6274,raw_sd,8,8,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es204,10,10,22,,,,22,22,22,raw_mean,FALSE,FALSE,22,19.8,17.6,FALSE,FALSE,15.8114,15.8114,raw_sd,5,5,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es205,8,8,36,,,,36,36,36,raw_mean,FALSE,FALSE,22,19.8,17.6,FALSE,FALSE,19.799,19.799,raw_sd,7,7,raw_se_verified,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es206,10,10,,3,1,4.7,2.88915,2.88915,2.88915,luo_2018_q1_median_q3,FALSE,FALSE,0.3695,0.33255,0.29560000000000003,FALSE,FALSE,,3.182012819579256,wan_2014_q1_q3,,1.0062408053724876,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
abramova_2023_biopsy,es207,8,8,,1,0,2,1,1,1,luo_2018_q1_median_q3,FALSE,FALSE,0.3695,0.33255,0.29560000000000003,FALSE,FALSE,,1.787015378974968,wan_2014_q1_q3,,0.631805346278924,sd_div_sqrt_n,,FALSE,FALSE,FALSE,FALSE,FALSE,experimental
