es_id,study_id,arm,mean_reported,mean_pre_zero,mean_analysis,mean_derivation,sd_reported,se_reported,sd_analysis,sd_derivation,se_analysis,se_derivation,se_source,exact_zero,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_mean_exclusion_sensitivity,analysis_ready
es141,abramova_2020_genpath,experimental,3,3,3,Reported mean; used unchanged,1.3663,,1.3663,Reported or previously approved SD; used unchanged,0.341575,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es142,abramova_2020_genpath,experimental,253.7111,253.7111,253.7111,Reported mean; used unchanged,39.4675,,39.4675,Reported or previously approved SD; used unchanged,9.054465,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es143,abramova_2020_genpath,experimental,242.4406,242.4406,242.4406,Reported mean; used unchanged,43.8737,,43.8737,Reported or previously approved SD; used unchanged,10.968425,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es144,abramova_2020_genpath,experimental,42.7837,42.7837,42.7837,Reported mean; used unchanged,38.8467,,38.8467,Reported or previously approved SD; used unchanged,8.912044,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es145,abramova_2020_genpath,experimental,49.9631,49.9631,49.9631,Reported mean; used unchanged,41.8416,,41.8416,Reported or previously approved SD; used unchanged,10.4604,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es146,abramova_2020_genpath,experimental,3.7895,3.7895,3.7895,Reported mean; used unchanged,3.1372,,3.1372,Reported or previously approved SD; used unchanged,0.719723,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es147,abramova_2020_genpath,experimental,4.6875,4.6875,4.6875,Reported mean; used unchanged,3.2397,,3.2397,Reported or previously approved SD; used unchanged,0.809925,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es148,abramova_2020_genpath,experimental,3.0526,3.0526,3.0526,Reported mean; used unchanged,2.1978,,2.1978,Reported or previously approved SD; used unchanged,0.50421,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es149,abramova_2020_genpath,experimental,3.25,3.25,3.25,Reported mean; used unchanged,1.9149,,1.9149,Reported or previously approved SD; used unchanged,0.478725,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es150,abramova_2020_genpath,experimental,7.1053,7.1053,7.1053,Reported mean; used unchanged,5.4149,,5.4149,Reported or previously approved SD; used unchanged,1.242263,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es151,abramova_2020_genpath,experimental,8.625,8.625,8.625,Reported mean; used unchanged,6.8593,,6.8593,Reported or previously approved SD; used unchanged,1.714825,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es152,abramova_2020_genpath,experimental,22.8753,22.8753,22.8753,Reported mean; used unchanged,20.7601,,20.7601,Reported or previously approved SD; used unchanged,4.762694,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es153,abramova_2020_genpath,experimental,30.5488,30.5488,30.5488,Reported mean; used unchanged,22.0721,,22.0721,Reported or previously approved SD; used unchanged,5.518025,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es154,abramova_2020_genpath,experimental,12.4211,12.4211,12.4211,Reported mean; used unchanged,5.3678,,5.3678,Reported or previously approved SD; used unchanged,1.231458,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es155,abramova_2020_genpath,experimental,16.9375,16.9375,16.9375,Reported mean; used unchanged,6.678,,6.678,Reported or previously approved SD; used unchanged,1.6695,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es156,abramova_2020_genpath,experimental,6.5274,6.5274,6.5274,Reported mean; used unchanged,11.2848,,11.2848,Reported or previously approved SD; used unchanged,2.588911,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es157,abramova_2020_genpath,experimental,11.8338,11.8338,11.8338,Reported mean; used unchanged,18.4115,,18.4115,Reported or previously approved SD; used unchanged,4.602875,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es158,abramova_2020_genpath,experimental,3.8421,3.8421,3.8421,Reported mean; used unchanged,2.5224,,2.5224,Reported or previously approved SD; used unchanged,0.578678,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es159,abramova_2020_genpath,experimental,3.5625,3.5625,3.5625,Reported mean; used unchanged,1.8608,,1.8608,Reported or previously approved SD; used unchanged,0.4652,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es160,abramova_2020_genpath,experimental,186.3768,186.3768,186.3768,Reported mean; used unchanged,71.3936,,71.3936,Reported or previously approved SD; used unchanged,16.378815,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es161,abramova_2020_genpath,experimental,207.1638,207.1638,207.1638,Reported mean; used unchanged,75.8212,,75.8212,Reported or previously approved SD; used unchanged,18.9553,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es162,abramova_2020_genpath,experimental,58.4183,58.4183,58.4183,Reported mean; used unchanged,28.935591,,28.935591,Reported or previously approved SD; used unchanged,6.63828,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es163,abramova_2020_genpath,experimental,49.8194,49.8194,49.8194,Reported mean; used unchanged,33.9636,,33.9636,Reported or previously approved SD; used unchanged,8.4909,"SD / sqrt(n), using descriptive statistics calculated from author raw data","included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx, tidy_all",FALSE,,,,FALSE,TRUE
es164,abramova_2023_biopsy,experimental,22.3,22.3,22.3,Reported mean; used unchanged,10.4355,3.3,10.4355,Reported or previously approved SD; used unchanged,3.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 2",FALSE,,,,FALSE,TRUE
es165,abramova_2023_biopsy,experimental,31.1,31.1,31.1,Reported mean; used unchanged,14.425,5.1,14.425,Reported or previously approved SD; used unchanged,5.1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 3",FALSE,,,,FALSE,TRUE
es166,abramova_2023_biopsy,experimental,8.4,8.4,8.4,Reported mean; used unchanged,3.7947,1.2,3.7947,Reported or previously approved SD; used unchanged,1.2,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 4",FALSE,,,,FALSE,TRUE
es167,abramova_2023_biopsy,experimental,14.1,14.1,14.1,Reported mean; used unchanged,4.8083,1.7,4.8083,Reported or previously approved SD; used unchanged,1.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 5",FALSE,,,,FALSE,TRUE
es168,abramova_2023_biopsy,experimental,,0.5,0.5,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.8600034647511502,"Wan et al. (2014) from Q1, Q3 and n",0.2719569744249966,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 6",FALSE,,,,FALSE,TRUE
es169,abramova_2023_biopsy,experimental,,0.18718749999999998,0.18718749999999998,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.446753844743742,"Wan et al. (2014) from Q1, Q3 and n",0.157951336569731,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 7",FALSE,,,,FALSE,TRUE
es170,abramova_2023_biopsy,experimental,80.1,80.1,80.1,Reported mean; used unchanged,61.3482,19.4,61.3482,Reported or previously approved SD; used unchanged,19.4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 8",FALSE,,,,FALSE,TRUE
es171,abramova_2023_biopsy,experimental,75.3,75.3,75.3,Reported mean; used unchanged,56.8514,20.1,56.8514,Reported or previously approved SD; used unchanged,20.1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 9",FALSE,,,,FALSE,TRUE
es172,abramova_2023_biopsy,experimental,,39.7633,39.7633,"Luo et al. (2018) from Q1, median, Q3 and n",,,31.47612680989209,"Wan et al. (2014) from Q1, Q3 and n",9.953625263954875,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 10",FALSE,,,,FALSE,TRUE
es173,abramova_2023_biopsy,experimental,,25.0113125,25.0113125,"Luo et al. (2018) from Q1, median, Q3 and n",,,19.389116861878406,"Wan et al. (2014) from Q1, Q3 and n",6.8550880071263265,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 11",FALSE,,,,FALSE,TRUE
es174,abramova_2023_biopsy,experimental,3.3,3.3,3.3,Reported mean; used unchanged,1.5811,0.5,1.5811,Reported or previously approved SD; used unchanged,0.5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 12",FALSE,,,,FALSE,TRUE
es175,abramova_2023_biopsy,experimental,2.9,2.9,2.9,Reported mean; used unchanged,1.6971,0.6,1.6971,Reported or previously approved SD; used unchanged,0.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 13",FALSE,,,,FALSE,TRUE
es176,abramova_2023_biopsy,experimental,,0.63695,0.63695,"Luo et al. (2018) from Q1, median, Q3 and n",,,1.1180045041764952,"Wan et al. (2014) from Q1, Q3 and n",0.3535440667524956,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 14",FALSE,,,,FALSE,TRUE
es177,abramova_2023_biopsy,experimental,,0.11231249999999998,0.11231249999999998,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.2680523068462452,"Wan et al. (2014) from Q1, Q3 and n",0.0947708019418386,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 15",FALSE,,,,FALSE,TRUE
es178,abramova_2023_biopsy,experimental,251,251,251,Reported mean; used unchanged,41.1096,13,41.1096,Reported or previously approved SD; used unchanged,13,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 16",FALSE,,,,FALSE,TRUE
es179,abramova_2023_biopsy,experimental,266,266,266,Reported mean; used unchanged,31.1127,11,31.1127,Reported or previously approved SD; used unchanged,11,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 17",FALSE,,,,FALSE,TRUE
es180,abramova_2023_biopsy,experimental,,34.6578,34.6578,"Luo et al. (2018) from Q1, median, Q3 and n",,,51.428207192118776,"Wan et al. (2014) from Q1, Q3 and n",16.263027070614797,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 18",FALSE,,,,FALSE,TRUE
es181,abramova_2023_biopsy,experimental,,33.1008125,33.1008125,"Luo et al. (2018) from Q1, median, Q3 and n",,,28.68159683254824,"Wan et al. (2014) from Q1, Q3 and n",10.140475807776731,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 19",FALSE,,,,FALSE,TRUE
es182,abramova_2023_biopsy,experimental,2.9,2.9,2.9,Reported mean; used unchanged,2.5298,0.8,2.5298,Reported or previously approved SD; used unchanged,0.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 20",FALSE,,,,FALSE,TRUE
es183,abramova_2023_biopsy,experimental,2.9,2.9,2.9,Reported mean; used unchanged,1.9799,0.7,1.9799,Reported or previously approved SD; used unchanged,0.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 21",FALSE,,,,FALSE,TRUE
es184,abramova_2023_biopsy,experimental,,0.25865,0.25865,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.6020024253258051,"Wan et al. (2014) from Q1, Q3 and n",0.1903698820974976,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 22",FALSE,,,,FALSE,TRUE
es185,abramova_2023_biopsy,experimental,,0.6256250000000001,0.6256250000000001,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.893507689487484,"Wan et al. (2014) from Q1, Q3 and n",0.315902673139462,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 23",FALSE,,,,FALSE,TRUE
es186,abramova_2023_biopsy,experimental,9.8,9.8,9.8,Reported mean; used unchanged,7.2732,2.3,7.2732,Reported or previously approved SD; used unchanged,2.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 24",FALSE,,,,FALSE,TRUE
es187,abramova_2023_biopsy,experimental,8.1,8.1,8.1,Reported mean; used unchanged,4.8083,1.7,4.8083,Reported or previously approved SD; used unchanged,1.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 25",FALSE,,,,FALSE,TRUE
es188,abramova_2023_biopsy,experimental,8,8,8,Reported mean; used unchanged,4.111,1.3,4.111,Reported or previously approved SD; used unchanged,1.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 26",FALSE,,,,FALSE,TRUE
es189,abramova_2023_biopsy,experimental,15.2,15.2,15.2,Reported mean; used unchanged,3.9598,1.4,3.9598,Reported or previously approved SD; used unchanged,1.4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 27",FALSE,,,,FALSE,TRUE
es190,abramova_2023_biopsy,experimental,,1.13695,1.13695,"Luo et al. (2018) from Q1, median, Q3 and n",,,1.978007968927645,"Wan et al. (2014) from Q1, Q3 and n",0.6255010411774922,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 28",FALSE,,,,FALSE,TRUE
es191,abramova_2023_biopsy,experimental,,10.893999999999998,10.893999999999998,"Luo et al. (2018) from Q1, median, Q3 and n",,,16.440541486569707,"Wan et al. (2014) from Q1, Q3 and n",5.8126091857661,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 29",FALSE,,,,FALSE,TRUE
es192,abramova_2023_biopsy,experimental,46.8,46.8,46.8,Reported mean; used unchanged,20.871,6.6,20.871,Reported or previously approved SD; used unchanged,6.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 30",FALSE,,,,FALSE,TRUE
es193,abramova_2023_biopsy,experimental,29.7,29.7,29.7,Reported mean; used unchanged,28.5671,10.1,28.5671,Reported or previously approved SD; used unchanged,10.1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 31",FALSE,,,,FALSE,TRUE
es194,abramova_2023_biopsy,experimental,,2.6281499999999998,2.6281499999999998,"Luo et al. (2018) from Q1, median, Q3 and n",,,2.8380114336787954,"Wan et al. (2014) from Q1, Q3 and n",0.8974580156024888,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 32",FALSE,,,,FALSE,TRUE
es195,abramova_2023_biopsy,experimental,,3.024125,3.024125,"Luo et al. (2018) from Q1, median, Q3 and n",,,4.467538447437421,"Wan et al. (2014) from Q1, Q3 and n",1.5795133656973102,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 33",FALSE,,,,FALSE,TRUE
es196,abramova_2023_biopsy,experimental,20.9,20.9,20.9,Reported mean; used unchanged,15.1789,4.8,15.1789,Reported or previously approved SD; used unchanged,4.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 34",FALSE,,,,FALSE,TRUE
es197,abramova_2023_biopsy,experimental,8.8,8.8,8.8,Reported mean; used unchanged,8.2024,2.9,8.2024,Reported or previously approved SD; used unchanged,2.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 35",FALSE,,,,FALSE,TRUE
es198,abramova_2023_biopsy,experimental,60.3,60.3,60.3,Reported mean; used unchanged,13.914,4.4,13.914,Reported or previously approved SD; used unchanged,4.4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 36",FALSE,,,,FALSE,TRUE
es199,abramova_2023_biopsy,experimental,83.4,83.4,83.4,Reported mean; used unchanged,11.3137,4,11.3137,Reported or previously approved SD; used unchanged,4,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 37",FALSE,,,,FALSE,TRUE
es200,abramova_2023_biopsy,experimental,,134.827,134.827,"Luo et al. (2018) from Q1, median, Q3 and n",,,53.32021481457131,"Wan et al. (2014) from Q1, Q3 and n",16.86133241434979,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 38",FALSE,,,,FALSE,TRUE
es201,abramova_2023_biopsy,experimental,,98.5025,98.5025,"Luo et al. (2018) from Q1, median, Q3 and n",,,19.65716916872465,"Wan et al. (2014) from Q1, Q3 and n",6.949858809068164,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 39",FALSE,,,,FALSE,TRUE
es202,abramova_2023_biopsy,experimental,201,201,201,Reported mean; used unchanged,34.7851,11,34.7851,Reported or previously approved SD; used unchanged,11,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 40",FALSE,,,,FALSE,TRUE
es203,abramova_2023_biopsy,experimental,228,228,228,Reported mean; used unchanged,22.6274,8,22.6274,Reported or previously approved SD; used unchanged,8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 41",FALSE,,,,FALSE,TRUE
es204,abramova_2023_biopsy,experimental,22,22,22,Reported mean; used unchanged,15.8114,5,15.8114,Reported or previously approved SD; used unchanged,5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 42",FALSE,,,,FALSE,TRUE
es205,abramova_2023_biopsy,experimental,36,36,36,Reported mean; used unchanged,19.799,7,19.799,Reported or previously approved SD; used unchanged,7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 43",FALSE,,,,FALSE,TRUE
es206,abramova_2023_biopsy,experimental,,2.88915,2.88915,"Luo et al. (2018) from Q1, median, Q3 and n",,,3.182012819579256,"Wan et al. (2014) from Q1, Q3 and n",1.0062408053724876,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 44",FALSE,,,,FALSE,TRUE
es207,abramova_2023_biopsy,experimental,,1,1,"Luo et al. (2018) from Q1, median, Q3 and n",,,1.787015378974968,"Wan et al. (2014) from Q1, Q3 and n",0.631805346278924,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 45",FALSE,,,,FALSE,TRUE
