es_id,study_id,arm,mean_reported,mean_pre_zero,mean_analysis,mean_derivation,sd_reported,se_reported,sd_analysis,sd_derivation,se_analysis,se_derivation,se_source,exact_zero,zero_correction_reference_mean,zero_correction_primary_09,zero_correction_sensitivity_08,zero_mean_exclusion_sensitivity,analysis_ready
es172,abramova_2023_biopsy,control,,16.820333333333334,16.820333333333334,"Luo et al. (2018) from Q1, median, Q3 and n",,,9.971353784645034,"Wan et al. (2014) from Q1, Q3 and n",3.323784594881678,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 10",FALSE,,,,FALSE,TRUE
es173,abramova_2023_biopsy,control,,26.214949999999998,26.214949999999998,"Luo et al. (2018) from Q1, median, Q3 and n",,,5.934023906782935,"Wan et al. (2014) from Q1, Q3 and n",1.8765031235324763,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 11",FALSE,,,,FALSE,TRUE
es174,abramova_2023_biopsy,control,3.3,3.3,3.3,Reported mean; used unchanged,1.8,0.6,1.8,Reported or previously approved SD; used unchanged,0.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 12",FALSE,,,,FALSE,TRUE
es175,abramova_2023_biopsy,control,4.8,4.8,4.8,Reported mean; used unchanged,1.8974,0.6,1.8974,Reported or previously approved SD; used unchanged,0.6,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 13",FALSE,,,,FALSE,TRUE
es176,abramova_2023_biopsy,control,,4.6,4.6,"Luo et al. (2018) from Q1, median, Q3 and n",,,1.3994882504764967,"Wan et al. (2014) from Q1, Q3 and n",0.4664960834921656,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 14",FALSE,,,,FALSE,TRUE
es177,abramova_2023_biopsy,control,,6.1674500000000005,6.1674500000000005,"Luo et al. (2018) from Q1, median, Q3 and n",,,3.5260142054797154,"Wan et al. (2014) from Q1, Q3 and n",1.115023595142486,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 15",FALSE,,,,FALSE,TRUE
es178,abramova_2023_biopsy,control,264,264,264,Reported mean; used unchanged,21,7,21,Reported or previously approved SD; used unchanged,7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 16",FALSE,,,,FALSE,TRUE
es179,abramova_2023_biopsy,control,269,269,269,Reported mean; used unchanged,15.8114,5,15.8114,Reported or previously approved SD; used unchanged,5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 17",FALSE,,,,FALSE,TRUE
es180,abramova_2023_biopsy,control,,33.30683333333334,33.30683333333334,"Luo et al. (2018) from Q1, median, Q3 and n",,,28.077233025184707,"Wan et al. (2014) from Q1, Q3 and n",9.359077675061569,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 18",FALSE,,,,FALSE,TRUE
es181,abramova_2023_biopsy,control,,26.6205,26.6205,"Luo et al. (2018) from Q1, median, Q3 and n",,,19.608078996326224,"Wan et al. (2014) from Q1, Q3 and n",6.200619016889923,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 19",FALSE,,,,FALSE,TRUE
es182,abramova_2023_biopsy,control,6.2,6.2,6.2,Reported mean; used unchanged,3,1,3,Reported or previously approved SD; used unchanged,1,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 20",FALSE,,,,FALSE,TRUE
es183,abramova_2023_biopsy,control,4.7,4.7,4.7,Reported mean; used unchanged,1.9606,0.62,1.9606,Reported or previously approved SD; used unchanged,0.62,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 21",FALSE,,,,FALSE,TRUE
es184,abramova_2023_biopsy,control,,0,0.232785,"Luo et al. (2018) from Q1, median, Q3 and n; exact zero replaced by 0.9 x smallest positive matching outcome reference",,,0,"Wan et al. (2014) from Q1, Q3 and n",0,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 22",TRUE,0.25865,0.232785,0.20692,TRUE,TRUE
es185,abramova_2023_biopsy,control,,1.7044000000000001,1.7044000000000001,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.6880027718009202,"Wan et al. (2014) from Q1, Q3 and n",0.2175655795399973,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 23",FALSE,,,,FALSE,TRUE
es186,abramova_2023_biopsy,control,6.7,6.7,6.7,Reported mean; used unchanged,4.5,1.5,4.5,Reported or previously approved SD; used unchanged,1.5,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 24",FALSE,,,,FALSE,TRUE
es187,abramova_2023_biopsy,control,7.8,7.8,7.8,Reported mean; used unchanged,3.7947,1.2,3.7947,Reported or previously approved SD; used unchanged,1.2,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 25",FALSE,,,,FALSE,TRUE
es188,abramova_2023_biopsy,control,14.9,14.9,14.9,Reported mean; used unchanged,5.4,1.8,5.4,Reported or previously approved SD; used unchanged,1.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 26",FALSE,,,,FALSE,TRUE
es189,abramova_2023_biopsy,control,15.8,15.8,15.8,Reported mean; used unchanged,4.111,1.3,4.111,Reported or previously approved SD; used unchanged,1.3,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 27",FALSE,,,,FALSE,TRUE
es190,abramova_2023_biopsy,control,,0,1.023255,"Luo et al. (2018) from Q1, median, Q3 and n; exact zero replaced by 0.9 x smallest positive matching outcome reference",,,0,"Wan et al. (2014) from Q1, Q3 and n",0,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 28",TRUE,1.13695,1.023255,0.9095599999999999,TRUE,TRUE
es191,abramova_2023_biopsy,control,,5.2780000000000005,5.2780000000000005,"Luo et al. (2018) from Q1, median, Q3 and n",,,9.976040191113341,"Wan et al. (2014) from Q1, Q3 and n",3.1547009033299607,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 29",FALSE,,,,FALSE,TRUE
es192,abramova_2023_biopsy,control,24.9,24.9,24.9,Reported mean; used unchanged,20.7,6.9,20.7,Reported or previously approved SD; used unchanged,6.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 30",FALSE,,,,FALSE,TRUE
es193,abramova_2023_biopsy,control,24,24,24,Reported mean; used unchanged,14.8627,4.7,14.8627,Reported or previously approved SD; used unchanged,4.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 31",FALSE,,,,FALSE,TRUE
es194,abramova_2023_biopsy,control,,3,3,"Luo et al. (2018) from Q1, median, Q3 and n",,,1.7493603130956201,"Wan et al. (2014) from Q1, Q3 and n",0.5831201043652067,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 32",FALSE,,,,FALSE,TRUE
es195,abramova_2023_biopsy,control,,3.3349,3.3349,"Luo et al. (2018) from Q1, median, Q3 and n",,,1.5480062365520701,"Wan et al. (2014) from Q1, Q3 and n",0.4895225539649939,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 33",FALSE,,,,FALSE,TRUE
es196,abramova_2023_biopsy,control,6.8,6.8,6.8,Reported mean; used unchanged,5.4,1.8,5.4,Reported or previously approved SD; used unchanged,1.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 34",FALSE,,,,FALSE,TRUE
es197,abramova_2023_biopsy,control,6.4,6.4,6.4,Reported mean; used unchanged,2.846,0.9,2.846,Reported or previously approved SD; used unchanged,0.9,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 35",FALSE,,,,FALSE,TRUE
es198,abramova_2023_biopsy,control,63.5,63.5,63.5,Reported mean; used unchanged,17.4,5.8,17.4,Reported or previously approved SD; used unchanged,5.8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 36",FALSE,,,,FALSE,TRUE
es199,abramova_2023_biopsy,control,62.3,62.3,62.3,Reported mean; used unchanged,21.1873,6.7,21.1873,Reported or previously approved SD; used unchanged,6.7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 37",FALSE,,,,FALSE,TRUE
es200,abramova_2023_biopsy,control,,111.48666666666666,111.48666666666666,"Luo et al. (2018) from Q1, median, Q3 and n",,,54.23016970596423,"Wan et al. (2014) from Q1, Q3 and n",18.07672323532141,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 38",FALSE,,,,FALSE,TRUE
es201,abramova_2023_biopsy,control,,64,64,"Luo et al. (2018) from Q1, median, Q3 and n",,,32.68013166054371,"Wan et al. (2014) from Q1, Q3 and n",10.334365028149872,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 39",FALSE,,,,FALSE,TRUE
es202,abramova_2023_biopsy,control,202,202,202,Reported mean; used unchanged,39,13,39,Reported or previously approved SD; used unchanged,13,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 40",FALSE,,,,FALSE,TRUE
es203,abramova_2023_biopsy,control,223,223,223,Reported mean; used unchanged,82.2192,26,82.2192,Reported or previously approved SD; used unchanged,26,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 41",FALSE,,,,FALSE,TRUE
es204,abramova_2023_biopsy,control,43,43,43,Reported mean; used unchanged,21,7,21,Reported or previously approved SD; used unchanged,7,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 42",FALSE,,,,FALSE,TRUE
es205,abramova_2023_biopsy,control,47,47,47,Reported mean; used unchanged,25.2982,8,25.2982,Reported or previously approved SD; used unchanged,8,Reported SEM; used unchanged for analysis,"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 43",FALSE,,,,FALSE,TRUE
es206,abramova_2023_biopsy,control,,1.7433333333333332,1.7433333333333332,"Luo et al. (2018) from Q1, median, Q3 and n",,,3.4987206261912402,"Wan et al. (2014) from Q1, Q3 and n",1.1662402087304133,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 44",FALSE,,,,FALSE,TRUE
es207,abramova_2023_biopsy,control,,0.3695,0.3695,"Luo et al. (2018) from Q1, median, Q3 and n",,,0.8600034647511502,"Wan et al. (2014) from Q1, Q3 and n",0.2719569744249966,SE = Wan SD / sqrt(n),"included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx, Table1_Extract, source row 45",FALSE,,,,FALSE,TRUE
es001,uygur_2010_aphyhun,experimental,137,137,137,Reported mean; used unchanged,,66.9,200.70000000000002,SD = reported SE * sqrt(n),66.9,Reported SEM; used unchanged for analysis,uygur_2010_table2; Table II,FALSE,,,,FALSE,TRUE
es002,uygur_2010_aphyhun,experimental,3.67,3.67,3.67,Reported mean; used unchanged,,0.73,2.19,SD = reported SE * sqrt(n),0.73,Reported SEM; used unchanged for analysis,uygur_2010_table2; Table II,FALSE,,,,FALSE,TRUE
es003,uygur_2010_aphyhun,experimental,66.67,66.67,66.67,Reported mean; used unchanged,,16.87,50.61,SD = reported SE * sqrt(n),16.87,Reported SEM; used unchanged for analysis,uygur_2010_table2; Table II,FALSE,,,,FALSE,TRUE
es004,barzegar_2014_hippo,experimental,33.93,33.93,33.93,Reported mean; used unchanged,19.61,6.2,19.61,Reported or previously approved SD; used unchanged,6.2,Digitised reported SEM; used unchanged for analysis,Metadigitise_figs/metaDigitise_output.csv and saved figure image,FALSE,,,,FALSE,TRUE
es005,barzegar_2014_hippo,experimental,30.78,30.78,30.78,Reported mean; used unchanged,4.33,1.37,4.33,Reported or previously approved SD; used unchanged,1.37,Digitised reported SEM; used unchanged for analysis,Metadigitise_figs/metaDigitise_output.csv and saved figure image,FALSE,,,,FALSE,TRUE
es006,barzegar_2014_hippo,experimental,14.27,14.27,14.27,Reported mean; used unchanged,8.43,2.666667,8.43,Reported or previously approved SD; used unchanged,2.666667,Digitised reported SEM; used unchanged for analysis,Metadigitise_figs/metaDigitise_output.csv and saved figure image,FALSE,,,,FALSE,TRUE
es007,barzegar_2014_hippo,experimental,21.53,21.53,21.53,Reported mean; used unchanged,5.72,1.81,5.72,Reported or previously approved SD; used unchanged,1.81,Digitised reported SEM; used unchanged for analysis,Metadigitise_figs/metaDigitise_output.csv and saved figure image,FALSE,,,,FALSE,TRUE
es008,barzegar_2014_hippo,experimental,15.33,15.33,15.33,Reported mean; used unchanged,8.85,2.8,8.85,Reported or previously approved SD; used unchanged,2.8,Digitised reported SEM; used unchanged for analysis,Metadigitise_figs/metaDigitise_output.csv and saved figure image,FALSE,,,,FALSE,TRUE
es009,barzegar_2014_hippo,experimental,16.92,16.92,16.92,Reported mean; used unchanged,8.31,2.63,8.31,Reported or previously approved SD; used unchanged,2.63,Digitised reported SEM; used unchanged for analysis,Metadigitise_figs/metaDigitise_output.csv and saved figure image,FALSE,,,,FALSE,TRUE
es010,hassanvand_2012_phyphar,experimental,35.5825,35.5825,35.5825,Reported mean; used unchanged,2.916,,2.916,Reported or previously approved SD; used unchanged,1.190452,SD / sqrt(n); derived for analysis from the extracted SD and sample size,hassanvand_2012_phyphar_Figure2; Figure 2,FALSE,,,,FALSE,TRUE
es011,hassanvand_2012_phyphar,experimental,20.6957,20.6957,20.6957,Reported mean; used unchanged,2.4556,,2.4556,Reported or previously approved SD; used unchanged,1.002495,SD / sqrt(n); derived for analysis from the extracted SD and sample size,hassanvand_2012_phyphar_Figure2; Figure 2,FALSE,,,,FALSE,TRUE
es012,hassanvand_2012_phyphar,experimental,28.5228,28.5228,28.5228,Reported mean; used unchanged,2.609,,2.609,Reported or previously approved SD; used unchanged,1.06512,SD / sqrt(n); derived for analysis from the extracted SD and sample size,hassanvand_2012_phyphar_Figure2; Figure 2,FALSE,,,,FALSE,TRUE
es013,arjunan_2023_stress,experimental,160.21,160.21,160.21,Reported mean; used unchanged,18.85,,18.85,Reported or previously approved SD; used unchanged,7.69548,SD / sqrt(n); derived for analysis from the extracted SD and sample size,arjunan_2023_stress_fig3B_cen; Figure 3B,FALSE,,,,FALSE,TRUE
es014,arjunan_2023_stress,experimental,132.86,132.86,132.86,Reported mean; used unchanged,19.48,,19.48,Reported or previously approved SD; used unchanged,7.952677,SD / sqrt(n); derived for analysis from the extracted SD and sample size,arjunan_2023_stress_fig3B_peri.png; Figure 3B,FALSE,,,,FALSE,TRUE
es015,arjunan_2023_stress,experimental,124.08,124.08,124.08,Reported mean; used unchanged,11.78,,11.78,Reported or previously approved SD; used unchanged,4.809165,SD / sqrt(n); derived for analysis from the extracted SD and sample size,arjunan_2023_stress_fig3B_cen; Figure 3B,FALSE,,,,FALSE,TRUE
es016,arjunan_2023_stress,experimental,170.48,170.48,170.48,Reported mean; used unchanged,10.75,,10.75,Reported or previously approved SD; used unchanged,4.388669,SD / sqrt(n); derived for analysis from the extracted SD and sample size,arjunan_2023_stress_fig3B_peri.png; Figure 3B,FALSE,,,,FALSE,TRUE
es017,arjunan_2023_stress,experimental,93.46,93.46,93.46,Reported mean; used unchanged,11.78,,11.78,Reported or previously approved SD; used unchanged,4.809165,SD / sqrt(n); derived for analysis from the extracted SD and sample size,arjunan_2023_stress_fig3B_cen; Figure 3B,FALSE,,,,FALSE,TRUE
es018,arjunan_2023_stress,experimental,202.72,202.72,202.72,Reported mean; used unchanged,12.09,,12.09,Reported or previously approved SD; used unchanged,4.935722,SD / sqrt(n); derived for analysis from the extracted SD and sample size,arjunan_2023_stress_fig3B_peri.png; Figure 3B,FALSE,,,,FALSE,TRUE
es019,hadizadeh_2018_irjbamedsci,experimental,19.51,19.51,19.51,Reported mean; used unchanged,3.07,1.25,3.07,Reported or previously approved SD; used unchanged,1.25,Reported SEM; used unchanged for analysis,hadizadeh_2018_irjbamedsci_fig2A; Figure 2A,FALSE,,,,FALSE,TRUE
es020,hadizadeh_2018_irjbamedsci,experimental,17.52,17.52,17.52,Reported mean; used unchanged,4.35,1.78,4.35,Reported or previously approved SD; used unchanged,1.78,Reported SEM; used unchanged for analysis,hadizadeh_2018_irjbamedsci_fig2B; Figure 2B,FALSE,,,,FALSE,TRUE
es021,abramova_2024_devneur,experimental,27.88,27.88,27.88,Reported mean; used unchanged,17.52,,17.52,Reported or previously approved SD; used unchanged,2.502857,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2a; Fig. 2. a,FALSE,,,,FALSE,TRUE
es022,abramova_2024_devneur,experimental,38.35,38.35,38.35,Reported mean; used unchanged,24.99,,24.99,Reported or previously approved SD; used unchanged,3.767384,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2a; Fig. 2. a,FALSE,,,,FALSE,TRUE
es023,abramova_2024_devneur,experimental,4.46,4.46,4.46,Reported mean; used unchanged,3.09,,3.09,Reported or previously approved SD; used unchanged,0.441429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2b; Fig. 2. b,FALSE,,,,FALSE,TRUE
es024,abramova_2024_devneur,experimental,8.55,8.55,8.55,Reported mean; used unchanged,5.26,,5.26,Reported or previously approved SD; used unchanged,0.792975,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2b; Fig. 2. b,FALSE,,,,FALSE,TRUE
es025,abramova_2024_devneur,experimental,20.84,20.84,20.84,Reported mean; used unchanged,19.55,,19.55,Reported or previously approved SD; used unchanged,2.792857,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2c; Fig. 2. c,FALSE,,,,FALSE,TRUE
es026,abramova_2024_devneur,experimental,3.27,3.27,3.27,Reported mean; used unchanged,3.72,,3.72,Reported or previously approved SD; used unchanged,0.560811,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2c; Fig. 2. c,FALSE,,,,FALSE,TRUE
es027,abramova_2024_devneur,experimental,30.57,30.57,30.57,Reported mean; used unchanged,22.63,,22.63,Reported or previously approved SD; used unchanged,3.232857,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2d; Fig. 2. d,FALSE,,,,FALSE,TRUE
es028,abramova_2024_devneur,experimental,48.4,48.4,48.4,Reported mean; used unchanged,27.76,,27.76,Reported or previously approved SD; used unchanged,4.184977,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2d; Fig. 2. d,FALSE,,,,FALSE,TRUE
es029,abramova_2024_devneur,experimental,7.61,7.61,7.61,Reported mean; used unchanged,4.63,,4.63,Reported or previously approved SD; used unchanged,0.661429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2e; Fig. 2. e,FALSE,,,,FALSE,TRUE
es030,abramova_2024_devneur,experimental,12.15,12.15,12.15,Reported mean; used unchanged,7.17,,7.17,Reported or previously approved SD; used unchanged,1.080918,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2e; Fig. 2. e,FALSE,,,,FALSE,TRUE
es031,abramova_2024_devneur,experimental,2.2,2.2,2.2,Reported mean; used unchanged,1.91,,1.91,Reported or previously approved SD; used unchanged,0.272857,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3a; Fig. 3. a,FALSE,,,,FALSE,TRUE
es032,abramova_2024_devneur,experimental,1.48,1.48,1.48,Reported mean; used unchanged,1.35,,1.35,Reported or previously approved SD; used unchanged,0.20352,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3a; Fig. 3. a,FALSE,,,,FALSE,TRUE
es033,abramova_2024_devneur,experimental,23.44,23.44,23.44,Reported mean; used unchanged,10.99,,10.99,Reported or previously approved SD; used unchanged,1.57,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3c; Fig. 3. c,FALSE,,,,FALSE,TRUE
es034,abramova_2024_devneur,experimental,15.37,15.37,15.37,Reported mean; used unchanged,8.01,,8.01,Reported or previously approved SD; used unchanged,1.207553,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3c; Fig. 3. c,FALSE,,,,FALSE,TRUE
es035,abramova_2024_devneur,experimental,44.22,44.22,44.22,Reported mean; used unchanged,17.61,,17.61,Reported or previously approved SD; used unchanged,2.515714,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3b; Fig. 3. b,FALSE,,,,FALSE,TRUE
es036,abramova_2024_devneur,experimental,32.55,32.55,32.55,Reported mean; used unchanged,13.67,,13.67,Reported or previously approved SD; used unchanged,2.06083,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3b; Fig. 3. b,FALSE,,,,FALSE,TRUE
es037,abramova_2024_devneur,experimental,31.13,31.13,31.13,Reported mean; used unchanged,30.81,,30.81,Reported or previously approved SD; used unchanged,4.401429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3d; Fig. 3. d,FALSE,,,,FALSE,TRUE
es038,abramova_2024_devneur,experimental,51.69,51.69,51.69,Reported mean; used unchanged,49.02,,49.02,Reported or previously approved SD; used unchanged,7.390043,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3d; Fig. 3. d,FALSE,,,,FALSE,TRUE
es039,abramova_2024_devneur,experimental,29.12,29.12,29.12,Reported mean; used unchanged,17.2,,17.2,Reported or previously approved SD; used unchanged,2.457143,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3e; Fig. 3. e,FALSE,,,,FALSE,TRUE
es040,abramova_2024_devneur,experimental,40.38,40.38,40.38,Reported mean; used unchanged,25.3,,25.3,Reported or previously approved SD; used unchanged,3.814119,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3e; Fig. 3. e,FALSE,,,,FALSE,TRUE
es041,abramova_2024_devneur,experimental,4.49,4.49,4.49,Reported mean; used unchanged,2.18,,2.18,Reported or previously approved SD; used unchanged,0.311429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3f; Fig. 3. f,FALSE,,,,FALSE,TRUE
es042,abramova_2024_devneur,experimental,4.46,4.46,4.46,Reported mean; used unchanged,2.78,,2.78,Reported or previously approved SD; used unchanged,0.419101,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3f; Fig. 3. f,FALSE,,,,FALSE,TRUE
es043,abramova_2024_devneur,experimental,86.12,86.12,86.12,Reported mean; used unchanged,19.43,,19.43,Reported or previously approved SD; used unchanged,5.388912,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig4a; Fig.4. a,FALSE,,,,FALSE,TRUE
es044,abramova_2024_devneur,experimental,128.29,128.29,128.29,Reported mean; used unchanged,46.06,,46.06,Reported or previously approved SD; used unchanged,12.310053,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig4a; Fig.4. a,FALSE,,,,FALSE,TRUE
es045,abramova_2024_devneur,experimental,59.8,59.8,59.8,Reported mean; used unchanged,,5.4,37.800000000000004,SD = reported SE * sqrt(n),5.4,Reported SE in author email; used unchanged for analysis,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,FALSE,,,,FALSE,TRUE
es046,abramova_2024_devneur,experimental,57.8,57.8,57.8,Reported mean; used unchanged,,4.3,28.522973197056437,SD = reported SE * sqrt(n),4.3,Reported SE in author email; used unchanged for analysis,included_studies/abramova_2024_devneur/abramova_2024_devneur_author_email_sucrose_preference.png,FALSE,,,,FALSE,TRUE
es047,oliveira_2015_jbehavbraisci,experimental,6.22,6.22,6.22,Reported mean; used unchanged,14.36,4.15,14.36,Reported or previously approved SD; used unchanged,4.15,Reported SEM; used unchanged for analysis,oliveira_2015_jbehavbraisci_fig2b; Figure 2. b,FALSE,,,,FALSE,TRUE
es048,oliveira_2015_jbehavbraisci,experimental,86.53,86.53,86.53,Reported mean; used unchanged,131.03,37.82,131.03,Reported or previously approved SD; used unchanged,37.82,Reported SEM; used unchanged for analysis,oliveira_2015_jbehavbraisci_fig2b; Figure 2. b,FALSE,,,,FALSE,TRUE
es049,oliveira_2015_jbehavbraisci,experimental,136.27,136.27,136.27,Reported mean; used unchanged,147.18,42.49,147.18,Reported or previously approved SD; used unchanged,42.49,Reported SEM; used unchanged for analysis,oliveira_2015_jbehavbraisci_fig2b; Figure 2. b,FALSE,,,,FALSE,TRUE
es050,oliveira_2015_jbehavbraisci,experimental,6.54,6.54,6.54,Reported mean; used unchanged,8.21,2.37,8.21,Reported or previously approved SD; used unchanged,2.37,Reported SEM; used unchanged for analysis,oliveira_2015_jbehavbraisci_fig3b; Figure 3. b,FALSE,,,,FALSE,TRUE
es051,oliveira_2015_jbehavbraisci,experimental,6.6,6.6,6.6,Reported mean; used unchanged,4.06,1.17,4.06,Reported or previously approved SD; used unchanged,1.17,Reported SEM; used unchanged for analysis,oliveira_2015_jbehavbraisci_fig3b; Figure 3. b,FALSE,,,,FALSE,TRUE
es052,oliveira_2015_jbehavbraisci,experimental,13.2,13.2,13.2,Reported mean; used unchanged,15.44,4.46,15.44,Reported or previously approved SD; used unchanged,4.46,Reported SEM; used unchanged for analysis,oliveira_2015_jbehavbraisci_fig3b; Figure 3. b,FALSE,,,,FALSE,TRUE
es053,pavlov_2023_molsci,experimental,40.48,40.48,40.48,Reported mean; used unchanged,13.49,,13.49,Reported or previously approved SD; used unchanged,3.605354,SD / sqrt(n); derived for analysis from the extracted SD and sample size,pavlov_2023_molsci_Fig4A; Figure 4A,FALSE,,,,FALSE,TRUE
